Date,Week_Index,Product_ID,Product_Name,Category,Region,Channel,Production_Line,Campaign,Produced_Units,Good_Units,Sales_Units,Returned_Units,Price_per_Unit,Cost_per_Unit,Raw_Material_Cost,COGS,Marketing_Spend,Logistics_Cost,Other_Expenses,Revenue,Profit,Profit_Margin,Lead_Time_days,Downtime_hours,Efficiency_u_per_h,Defect_Rate,Returns_Rate,Inventory,Backorder,Acquisition,Retention_Rate,NPS,Employee_Satisfaction,On_Promo,Promo_Discount
2022-04-11,14,P001,HAI_SKU_01,Fragrance,Central,E-commerce,LineC,None,1736,1736,1616,30,57.29,29.51,652.74,51294.63,1680.55,3504.93,299.98,92580.64,35800.55,0.3867,5,6.57,73.35,0.0,0.0186,3907,0,141,0.688,56.3,6.33,False,0.0
2022-04-18,15,P001,HAI_SKU_01,Fragrance,East,E-commerce,LineB,None,1511,1474,1327,31,61.41,31.59,666.35,47799.13,412.31,5233.53,745.92,81491.07,27300.18,0.335,8,2.4,54.27,0.024,0.0239,3228,0,73,0.7036,20.9,5.88,False,0.0
2022-04-25,16,P001,HAI_SKU_01,Fragrance,Central,Retail,LineC,None,1179,1136,1107,19,58.89,30.39,411.47,35870.96,2030.33,2782.31,905.08,65191.23,23602.55,0.3621,3,6.2,49.04,0.0359,0.0174,2134,0,62,0.6655,7.1,8.53,False,0.0
2022-05-02,17,P001,HAI_SKU_01,Fragrance,North,Retail,LineA,None,1614,1544,1299,20,60.95,31.46,532.62,50829.7,246.19,6190.84,243.16,79174.05,21664.16,0.2736,9,7.3,70.35,0.043,0.0157,3693,0,79,0.7033,48.3,7.96,False,0.0
2022-05-09,18,P001,HAI_SKU_01,Fragrance,South,Retail,LineB,HolidayPush,1819,1786,1838,16,48.76,28.54,602.09,51974.47,2353.97,3190.23,653.24,89620.88,31448.97,0.3509,14,4.25,69.98,0.0179,0.009,1786,22,63,0.6926,37.1,7.8,True,0.15
2022-05-16,19,P001,HAI_SKU_01,Fragrance,Central,Retail,LineA,NewLaunch,1546,1525,1384,19,57.31,30.95,681.79,47916.88,3385.65,3816.86,614.82,79317.04,23582.83,0.2973,6,8.95,72.61,0.013,0.0139,3369,0,124,0.7181,28.1,7.14,False,0.0
2022-05-23,20,P001,HAI_SKU_01,Fragrance,Central,E-commerce,LineA,None,1419,1413,1312,17,59.48,28.93,551.99,41106.87,631.52,4705.24,720.31,78037.76,30873.82,0.3956,6,7.56,62.56,0.004,0.0136,4348,0,106,0.8236,52.6,6.88,False,0.0
2022-05-30,21,P001,HAI_SKU_01,Fragrance,East,E-commerce,LineC,None,1720,1684,1696,57,55.15,29.72,696.6,51188.06,1913.46,6980.31,497.96,93534.4,32954.61,0.3523,7,6.51,72.48,0.0207,0.0341,2868,3,114,0.7852,11.9,6.56,False,0.0
2022-06-06,22,P001,HAI_SKU_01,Fragrance,North,E-commerce,LineC,None,1208,1170,1070,12,55.91,28.14,366.02,34029.72,1258.64,1831.84,288.7,59823.7,22414.8,0.3747,6,7.22,52.47,0.0312,0.0121,2309,0,45,0.7034,-4.0,7.01,False,0.0
2022-06-13,23,P001,HAI_SKU_01,Fragrance,North,Retail,LineC,None,1437,1421,1172,24,57.23,30.02,530.25,43191.77,1601.87,3202.9,947.47,67073.56,18129.55,0.2703,7,8.13,64.99,0.0107,0.0208,5728,0,42,0.7672,49.3,4.89,False,0.0
2022-06-20,24,P001,HAI_SKU_01,Fragrance,East,E-commerce,LineB,None,1299,1240,1109,26,58.48,30.55,498.82,39734.33,1840.31,1793.53,483.78,64854.32,21002.37,0.3238,10,3.3,48.21,0.0453,0.0238,2142,0,71,0.6161,35.9,6.51,False,0.0
2022-06-27,25,P001,HAI_SKU_01,Fragrance,West,Wholesale,LineC,None,1331,1320,1061,21,57.44,31.05,586.97,41386.25,3304.87,2161.93,370.89,60943.84,13719.9,0.2251,7,6.12,55.19,0.0075,0.0203,4904,0,49,0.7972,18.7,7.61,False,0.0
2022-07-04,26,P001,HAI_SKU_01,Fragrance,Central,Wholesale,LineB,SummerSale,1472,1420,1398,31,47.12,29.33,518.14,43225.57,3427.04,3487.05,401.73,65873.76,15332.37,0.2328,6,10.27,73.72,0.0348,0.0226,3282,0,53,0.8434,19.5,6.91,True,0.2
2022-07-11,27,P001,HAI_SKU_01,Fragrance,South,Retail,LineA,None,1460,1433,1234,24,61.38,27.64,589.84,40413.38,3169.76,5277.5,950.5,75742.92,25931.78,0.3424,8,7.71,64.8,0.0178,0.0202,2766,0,83,0.6592,24.2,7.65,False,0.0
2022-07-18,28,P001,HAI_SKU_01,Fragrance,East,Retail,LineA,None,1783,1740,1573,36,57.12,29.65,632.96,52929.25,453.15,3031.67,742.85,89849.76,32692.84,0.3639,1,5.0,70.65,0.0238,0.0231,2598,0,116,0.6471,35.2,7.09,False,0.0
2022-07-25,29,P001,HAI_SKU_01,Fragrance,East,Retail,LineC,None,1639,1626,1467,18,60.16,28.86,699.85,47371.53,3320.78,2350.92,1046.45,88254.72,34165.04,0.3871,3,3.27,60.77,0.0077,0.0123,2816,0,64,0.7226,41.5,7.98,False,0.0
2022-08-01,30,P001,HAI_SKU_01,Fragrance,North,Retail,LineC,None,1572,1568,1430,11,61.27,27.86,498.32,43845.75,1172.86,5569.38,792.96,87616.1,36235.15,0.4136,10,9.92,77.36,0.0023,0.0082,3679,0,75,0.6624,21.1,7.48,False,0.0
2022-08-08,31,P001,HAI_SKU_01,Fragrance,North,E-commerce,LineC,None,1351,1351,1247,0,60.35,27.91,521.49,37758.56,1775.12,5404.25,1122.96,75256.45,29195.56,0.3879,1,7.34,59.01,0.0,0.0,3233,0,39,0.7465,25.3,7.38,False,0.0
2022-08-15,32,P001,HAI_SKU_01,Fragrance,East,Wholesale,LineB,None,1285,1272,1117,9,58.63,29.67,546.12,38180.56,900.96,2487.02,509.94,65489.71,23411.23,0.3575,2,8.26,58.47,0.0099,0.0084,1638,0,87,0.6731,-1.7,5.81,False,0.0
2022-08-22,33,P001,HAI_SKU_01,Fragrance,North,E-commerce,LineC,None,1722,1640,1628,25,60.18,28.83,537.26,49698.99,486.91,6387.33,472.3,97973.04,40927.51,0.4177,9,6.59,72.8,0.0473,0.0156,4071,0,73,0.5695,28.4,5.83,False,0.0
2022-08-29,34,P001,HAI_SKU_01,Fragrance,East,E-commerce,LineB,HolidayPush,1457,1409,1504,31,61.65,28.02,636.71,40888.81,1744.29,3656.88,286.93,92721.6,46144.69,0.4977,10,8.45,66.85,0.0329,0.0212,3568,56,124,0.782,41.4,7.3,False,0.0
2022-09-05,35,P001,HAI_SKU_01,Fragrance,South,Retail,LineA,None,1578,1548,1464,26,57.18,28.35,670.65,44803.37,3903.28,5590.72,314.24,83711.52,29099.91,0.3476,6,5.18,62.96,0.0185,0.0178,2046,0,86,0.6927,51.8,7.18,False,0.0
2022-09-12,36,P001,HAI_SKU_01,Fragrance,Central,E-commerce,LineC,None,1552,1545,1603,20,60.6,30.84,582.0,47921.88,2092.74,2334.37,605.25,97141.8,44187.56,0.4549,12,3.0,56.97,0.0043,0.0128,2932,21,73,0.7547,15.2,7.74,False,0.0
2022-09-19,37,P001,HAI_SKU_01,Fragrance,Central,Retail,LineA,None,1162,1118,957,22,61.62,27.81,376.49,32352.87,3129.75,1420.89,1037.08,58970.34,21029.75,0.3566,6,5.19,46.39,0.0371,0.0232,3803,0,83,0.7901,35.3,6.99,False,0.0
2022-09-26,38,P001,HAI_SKU_01,Fragrance,West,Retail,LineB,NewLaunch,1182,1154,1054,18,58.01,28.9,411.34,34200.93,1768.62,3808.91,798.29,61142.54,20565.79,0.3364,3,6.36,49.5,0.0235,0.0173,3067,0,36,0.7591,19.7,7.3,False,0.0
2022-10-03,39,P001,HAI_SKU_01,Fragrance,Central,E-commerce,LineB,SummerSale,1818,1746,1793,28,61.78,30.13,783.56,54854.7,2834.07,2558.35,869.92,110771.54,49654.5,0.4483,4,7.73,80.76,0.0393,0.016,1463,17,74,0.6832,25.3,6.23,False,0.0
2022-10-10,40,P001,HAI_SKU_01,Fragrance,South,Retail,LineC,None,1415,1340,1206,22,58.06,29.65,605.62,42015.31,1875.92,3099.74,772.43,70020.36,22256.96,0.3179,7,4.34,54.64,0.0529,0.0184,4319,0,84,0.7087,52.0,8.01,False,0.0
2022-10-17,41,P001,HAI_SKU_01,Fragrance,South,Retail,LineB,None,1389,1385,1083,7,54.87,27.59,430.59,38365.57,2023.17,3259.15,471.69,59424.21,15304.63,0.2575,5,4.91,54.83,0.0022,0.0069,3535,0,80,0.5749,27.9,6.98,False,0.0
2022-10-24,42,P001,HAI_SKU_01,Fragrance,East,Wholesale,LineB,SummerSale,1422,1360,1290,6,55.14,31.1,510.5,44275.25,3789.98,3417.4,813.41,71130.6,18834.56,0.2648,10,6.59,60.12,0.0433,0.005,4428,0,78,0.6617,20.6,6.54,False,0.0
2022-10-31,43,P001,HAI_SKU_01,Fragrance,East,E-commerce,LineA,HolidayPush,1317,1279,1279,36,56.41,29.49,491.24,38887.45,3986.08,5327.88,663.38,72148.39,23283.6,0.3227,8,2.88,48.13,0.0286,0.0288,2931,0,68,0.7675,25.5,5.51,False,0.0
2022-11-07,44,P001,HAI_SKU_01,Fragrance,North,Retail,LineB,None,1669,1632,1274,22,59.66,29.66,507.38,49553.28,3856.06,2019.36,1094.48,76006.84,19483.66,0.2563,6,5.53,67.55,0.0219,0.0173,4219,0,107,0.8119,39.5,8.09,False,0.0
2022-11-14,45,P001,HAI_SKU_01,Fragrance,South,Retail,LineA,None,1717,1668,1420,20,56.25,27.88,746.89,47944.65,2856.16,2504.34,1081.64,79875.0,25488.21,0.3191,8,5.05,68.17,0.0282,0.0146,2863,0,120,0.7383,16.6,7.88,False,0.0
2022-11-21,46,P001,HAI_SKU_01,Fragrance,South,E-commerce,LineC,HolidayPush,1692,1639,1474,2,60.15,31.45,637.88,53277.19,1499.11,5138.56,1132.03,88661.1,27614.21,0.3115,5,6.22,70.46,0.0313,0.0015,3373,0,70,0.6782,30.4,5.47,False,0.0
2022-11-28,47,P001,HAI_SKU_01,Fragrance,West,Retail,LineB,None,1914,1896,1505,32,60.6,30.85,673.73,59114.27,1159.53,1829.69,358.94,91203.0,28740.57,0.3151,6,11.05,99.74,0.0089,0.0218,4447,0,72,0.7065,34.5,7.62,False,0.0
2022-12-05,48,P001,HAI_SKU_01,Fragrance,North,Retail,LineB,None,1250,1203,1162,6,59.8,29.4,475.0,36797.5,2264.28,2053.69,403.7,69487.6,27968.43,0.4025,11,4.58,48.72,0.0375,0.0057,1102,0,36,0.661,41.1,6.95,False,0.0
2022-12-12,49,P001,HAI_SKU_01,Fragrance,East,Retail,LineB,SummerSale,1369,1348,1220,12,56.48,28.73,568.13,39388.18,1929.84,1426.16,272.45,68905.6,25888.97,0.3757,1,2.6,49.54,0.0153,0.0105,1881,0,87,0.7456,33.2,7.53,False,0.0
2022-12-19,50,P001,HAI_SKU_01,Fragrance,North,E-commerce,LineB,HolidayPush,1609,1609,1770,24,55.01,31.12,604.98,50132.58,513.53,6764.22,557.8,97367.7,39399.57,0.4046,8,6.12,66.71,0.0,0.0141,2055,90,124,0.7126,40.3,8.43,False,0.0
2022-12-26,51,P001,HAI_SKU_01,Fragrance,East,E-commerce,LineC,None,2045,1988,1968,25,59.4,29.93,775.06,61284.36,3178.56,5711.02,240.75,116899.2,46484.51,0.3976,2,6.37,85.66,0.0278,0.0128,3597,0,135,0.794,61.2,6.72,False,0.0
2023-01-02,52,P001,HAI_SKU_01,Fragrance,West,Retail,LineB,HolidayPush,1543,1525,1403,19,56.95,29.49,581.71,45561.24,509.8,3531.27,420.56,79900.85,29877.98,0.3739,2,6.94,66.22,0.0116,0.0142,2843,0,112,0.7679,24.2,8.35,False,0.0
2023-01-09,53,P001,HAI_SKU_01,Fragrance,Central,E-commerce,LineA,None,1580,1500,1625,48,61.19,28.59,567.22,45228.92,2450.93,7431.86,410.66,99433.75,43911.38,0.4416,10,2.1,56.14,0.05,0.0298,2454,54,143,0.7237,32.5,6.84,False,0.0
2023-01-16,54,P001,HAI_SKU_01,Fragrance,West,Retail,LineC,NewLaunch,1397,1397,1207,20,61.7,30.18,468.0,42208.26,1435.72,4945.56,330.87,74471.9,25551.49,0.3431,6,8.66,64.72,0.0,0.0174,3571,0,53,0.5743,31.6,6.87,False,0.0
2023-01-23,55,P001,HAI_SKU_01,Fragrance,West,E-commerce,LineA,None,1675,1674,1606,15,58.45,30.38,691.77,50955.68,1896.2,6744.89,758.14,93870.7,33515.79,0.357,6,4.14,64.19,0.0004,0.0098,2079,0,65,0.7378,52.0,7.79,False,0.0
2023-01-30,56,P001,HAI_SKU_01,Fragrance,South,Retail,LineB,None,1120,1120,905,16,55.54,30.49,488.32,34197.63,817.05,1573.3,930.83,50263.7,12744.89,0.2536,5,7.26,48.74,0.0,0.0179,2739,0,79,0.7483,10.9,7.05,False,0.0
2023-02-06,57,P001,HAI_SKU_01,Fragrance,East,E-commerce,LineB,HolidayPush,1468,1415,1853,26,37.57,29.08,579.86,42747.43,4012.03,1837.59,857.85,69617.21,20162.31,0.2896,9,6.5,61.84,0.0358,0.0144,2872,222,153,0.7253,4.4,6.26,True,0.33
2023-02-13,58,P001,HAI_SKU_01,Fragrance,North,E-commerce,LineC,None,1356,1335,1271,31,59.17,29.79,524.77,40447.72,1645.59,3979.1,796.49,75205.07,28336.17,0.3768,1,7.88,60.65,0.0152,0.0245,4499,0,39,0.6287,32.4,8.24,False,0.0
2023-02-20,59,P001,HAI_SKU_01,Fragrance,Central,Retail,LineB,None,1568,1532,1375,4,60.04,29.61,631.9,46491.67,3325.09,3785.29,1096.71,82555.0,27856.24,0.3374,11,1.92,55.37,0.0226,0.0031,3115,0,57,0.6154,33.5,6.1,False,0.0
2023-02-27,60,P001,HAI_SKU_01,Fragrance,Central,Retail,LineB,None,1464,1414,1228,0,55.38,30.28,474.34,44377.35,889.47,3503.01,909.05,68006.64,18327.76,0.2695,7,9.48,70.52,0.0338,0.0,2486,0,55,0.6988,35.7,7.3,False,0.0
2023-03-06,61,P001,HAI_SKU_01,Fragrance,Central,E-commerce,LineC,None,1701,1656,1516,33,57.16,30.65,733.13,52208.96,2315.22,3062.26,502.06,86654.56,28566.06,0.3297,7,12.37,95.16,0.0262,0.0219,4008,0,115,0.7342,24.6,6.09,False,0.0
2023-03-13,62,P001,HAI_SKU_01,Fragrance,South,Retail,LineC,SummerSale,1412,1411,1163,19,59.23,30.07,473.02,42506.14,422.13,1963.65,474.54,68884.49,23518.03,0.3414,11,8.73,65.65,0.0003,0.0164,3987,0,65,0.8025,22.2,7.45,False,0.0
2023-03-20,63,P001,HAI_SKU_01,Fragrance,South,Retail,LineC,None,1669,1668,1432,2,57.03,29.28,647.57,48933.08,3361.08,4914.4,269.93,81666.96,24188.47,0.2962,9,8.02,75.13,0.0004,0.0015,4588,0,62,0.7522,9.0,6.93,False,0.0
2023-03-27,64,P001,HAI_SKU_01,Fragrance,South,E-commerce,LineC,HolidayPush,1038,1030,1087,18,55.74,29.2,371.6,30346.76,3322.86,1216.28,500.85,60589.38,25202.63,0.416,6,4.43,40.21,0.0076,0.0166,3257,27,96,0.6548,39.1,6.52,False,0.0
2023-04-03,65,P001,HAI_SKU_01,Fragrance,West,Retail,LineC,None,1572,1482,1193,11,56.17,29.02,547.06,45674.15,1516.02,2301.37,709.72,67010.81,16809.55,0.2508,9,6.39,65.91,0.057,0.0095,3738,0,76,0.6682,0.1,8.2,False,0.0
2023-04-10,66,P001,HAI_SKU_01,Fragrance,Central,Retail,LineC,NewLaunch,1979,1928,1591,55,60.58,27.53,682.75,54550.15,784.41,3220.81,1157.32,96382.78,36670.09,0.3805,8,7.7,87.81,0.0256,0.035,3484,0,102,0.5819,24.9,6.18,False,0.0
2023-04-17,67,P001,HAI_SKU_01,Fragrance,South,E-commerce,LineA,None,1578,1522,1629,36,44.61,27.94,650.14,44154.33,3687.46,5536.48,1076.11,72669.69,18215.31,0.2507,7,7.28,68.72,0.035,0.0223,1623,51,67,0.7754,26.9,5.77,True,0.19
2023-04-24,68,P001,HAI_SKU_01,Fragrance,Central,E-commerce,LineB,NewLaunch,1387,1374,1404,33,59.19,28.41,459.1,39450.58,1039.05,2528.41,855.72,83102.76,39229.0,0.4721,8,1.65,48.51,0.0094,0.0235,3567,19,97,0.7228,-2.4,5.91,False,0.0
2023-05-01,69,P001,HAI_SKU_01,Fragrance,East,E-commerce,LineA,None,1498,1476,1496,20,59.55,30.02,486.85,45018.64,1429.3,6241.26,829.3,89086.8,35568.29,0.3993,5,4.58,58.38,0.0142,0.0138,3654,10,58,0.6215,38.3,5.99,False,0.0
2023-05-08,70,P001,HAI_SKU_01,Fragrance,Central,E-commerce,LineA,SummerSale,1449,1413,1260,9,56.56,28.49,630.31,41345.04,3168.45,4953.52,695.45,71265.6,21103.14,0.2961,3,8.57,66.85,0.0244,0.0077,1459,0,54,0.6926,41.7,7.07,False,0.0
2023-05-15,71,P001,HAI_SKU_01,Fragrance,North,E-commerce,LineA,NewLaunch,1569,1524,1544,42,54.44,31.49,696.64,49477.47,5671.2,5634.28,554.84,84055.36,22717.57,0.2703,1,8.73,72.95,0.0286,0.0274,2386,10,118,0.6913,15.9,6.31,True,0.06
2023-05-22,72,P001,HAI_SKU_01,Fragrance,West,Retail,LineA,None,1718,1703,1506,17,61.33,30.01,642.53,51621.43,795.23,2089.63,310.81,92362.98,37545.88,0.4065,3,5.87,70.49,0.0083,0.0113,3373,0,79,0.5701,41.6,6.64,False,0.0
2023-05-29,73,P001,HAI_SKU_01,Fragrance,South,E-commerce,LineA,None,1353,1325,1258,23,61.03,29.71,453.26,40242.96,2617.07,2553.85,1178.4,76775.74,30183.46,0.3931,11,5.2,54.03,0.02,0.0187,3994,0,58,0.652,52.2,7.37,False,0.0
2023-06-05,74,P001,HAI_SKU_01,Fragrance,East,E-commerce,LineC,None,1189,1182,1206,0,55.26,27.83,379.29,33127.8,2393.26,4840.21,633.8,66643.56,25648.49,0.3849,7,5.9,48.85,0.0054,0.0,2018,17,50,0.7203,39.4,8.09,False,0.0
2023-06-12,75,P001,HAI_SKU_01,Fragrance,Central,E-commerce,LineB,None,1257,1257,1352,18,60.68,30.56,374.59,38451.38,3082.97,4980.01,956.26,82039.36,34568.74,0.4214,10,7.72,55.81,0.0,0.0139,2047,45,103,0.7004,21.6,6.78,False,0.0
2023-06-19,76,P001,HAI_SKU_01,Fragrance,East,E-commerce,LineA,None,1662,1624,1444,9,58.8,29.78,631.56,49557.52,2493.25,5144.36,1004.99,84907.2,26707.08,0.3145,8,4.57,64.74,0.0227,0.0066,2777,0,86,0.767,18.9,7.95,False,0.0
2023-06-26,77,P001,HAI_SKU_01,Fragrance,Central,E-commerce,LineC,None,1565,1565,1802,22,54.49,30.12,680.77,47205.88,2701.11,5711.83,985.65,98190.98,41586.51,0.4235,5,4.21,60.12,0.0,0.0127,2465,121,74,0.7653,8.2,6.04,True,0.12
2023-07-03,78,P001,HAI_SKU_01,Fragrance,West,Retail,LineA,SummerSale,1323,1323,1154,19,60.98,28.21,558.31,37377.66,3250.04,3342.0,682.97,70370.92,25718.25,0.3655,6,7.93,59.3,0.0,0.0167,4586,0,64,0.754,38.9,7.42,False,0.0
2023-07-10,79,P001,HAI_SKU_01,Fragrance,South,Retail,LineC,NewLaunch,1209,1182,1043,10,52.37,28.48,521.08,34484.43,1850.11,3581.23,649.74,54621.91,14056.4,0.2573,8,6.88,51.76,0.0218,0.0097,3247,0,57,0.6321,38.3,6.85,True,0.07
2023-07-17,80,P001,HAI_SKU_01,Fragrance,Central,E-commerce,LineA,HolidayPush,1569,1540,1709,15,56.39,28.26,618.19,44401.76,2348.25,4609.97,1172.01,96370.51,43838.52,0.4549,1,6.24,65.38,0.0184,0.009,3791,71,74,0.738,21.7,8.02,False,0.0
2023-07-24,81,P001,HAI_SKU_01,Fragrance,South,E-commerce,LineC,None,1961,1917,1712,0,57.89,28.13,723.61,55235.29,3793.65,7036.5,869.02,99107.68,32173.22,0.3246,3,5.26,78.51,0.0223,0.0,3744,0,57,0.8234,47.6,7.15,False,0.0
2023-07-31,82,P001,HAI_SKU_01,Fragrance,South,E-commerce,LineC,SummerSale,1303,1290,1288,12,56.0,31.11,556.38,40591.97,3508.2,2475.99,651.24,72128.0,24900.6,0.3452,9,7.51,57.32,0.0094,0.0099,2952,0,80,0.6416,27.9,8.03,False,0.0
2023-08-07,83,P001,HAI_SKU_01,Fragrance,North,E-commerce,LineC,None,1530,1494,1533,13,60.42,31.25,544.68,47866.97,2225.51,2730.3,895.9,92623.86,38905.18,0.42,9,1.42,53.09,0.023,0.0086,2729,22,86,0.6758,17.7,7.28,False,0.0
2023-08-14,84,P001,HAI_SKU_01,Fragrance,East,Retail,LineB,HolidayPush,1413,1407,1146,22,54.57,29.64,536.94,41935.01,2933.54,4591.2,279.41,62537.22,12798.06,0.2046,3,7.13,61.14,0.0041,0.0193,3744,0,93,0.7101,46.4,6.19,False,0.0
2023-08-21,85,P001,HAI_SKU_01,Fragrance,East,E-commerce,LineB,NewLaunch,1657,1638,1563,13,55.77,30.88,666.11,51234.77,582.42,2997.94,341.97,87168.51,32011.41,0.3672,1,0.7,56.08,0.0109,0.0084,3704,0,105,0.7754,42.0,6.71,False,0.0
2023-08-28,86,P001,HAI_SKU_01,Fragrance,East,Retail,LineA,HolidayPush,1248,1245,1017,27,60.85,30.93,413.09,38641.95,1261.25,3624.75,894.15,61884.45,17462.35,0.2822,1,6.81,53.27,0.0023,0.0269,3331,0,43,0.7308,30.5,7.42,False,0.0
2023-09-04,87,P001,HAI_SKU_01,Fragrance,West,Retail,LineA,NewLaunch,1526,1487,1383,20,50.55,27.97,538.68,42736.09,2652.74,4763.8,679.07,69910.65,19078.95,0.2729,7,8.15,69.08,0.0252,0.0145,3453,0,122,0.6582,35.6,7.9,True,0.1
2023-09-11,88,P001,HAI_SKU_01,Fragrance,North,Retail,LineB,None,1241,1226,1141,26,58.5,28.44,385.95,35332.64,247.14,3212.34,501.27,66748.5,27455.11,0.4113,1,8.71,57.65,0.012,0.0231,3723,0,54,0.757,51.9,7.01,False,0.0
2023-09-18,89,P001,HAI_SKU_01,Fragrance,North,E-commerce,LineA,None,1395,1381,1290,4,56.11,30.51,514.75,42612.93,2195.91,1589.42,1068.55,72381.9,24915.09,0.3442,6,8.13,63.1,0.0097,0.0038,2315,0,51,0.6719,26.9,7.67,False,0.0
2023-09-25,90,P001,HAI_SKU_01,Fragrance,East,Retail,LineB,None,1266,1226,1027,8,58.0,28.56,560.84,36213.04,1746.49,4377.43,202.92,59566.0,17026.12,0.2858,6,6.97,54.41,0.0309,0.0083,2863,0,86,0.6889,5.7,5.83,False,0.0
2023-10-02,91,P001,HAI_SKU_01,Fragrance,East,Retail,LineC,None,910,900,703,0,56.11,27.89,274.82,25407.38,1487.67,2688.4,772.05,39445.33,9089.83,0.2304,6,3.76,34.37,0.01,0.0,3078,0,24,0.7403,15.6,7.34,False,0.0
