Date,Month,Year,Quarter,Acquisition_Rate,Retention_Rate,Churn_Rate,Customer_Satisfaction_Score,Website_Traffic,Region,Campaign,Product_Category,Customer_Segment,Sales_Channel,Cost,Revenue,Profit
2023-01-07 00:01:45.877900,1,2023,1,0.16776781593229653,0.9197802169052689,0.24089187878169377,76,28153,South,Campaign_A,Furniture,New,Online,109,158.84090265607617,49.84090265607617
2023-01-08 00:01:45.877900,1,2023,1,0.23381233686294572,0.94572257310159,0.24779785945271482,88,30499,East,Campaign_C,Electronics,New,Phone,294,634.3668110594856,340.3668110594856
2023-01-09 00:01:45.877900,1,2023,1,0.1321552424000071,0.7206863162954306,0.20290942313276294,77,21195,East,Campaign_C,Apparel,New,Phone,480,835.9434346125319,355.94343461253186
2023-01-10 00:01:45.877900,1,2023,1,0.2377070272462416,0.7736206209904283,0.27658688343915644,85,20661,North,Campaign_C,Furniture,Returning,Online,111,172.74812509938016,61.74812509938016
2023-01-11 00:01:45.877900,1,2023,1,0.06741693872730353,0.8682151559116007,0.20121486460882515,75,2727,South,Campaign_B,Electronics,New,Store,352,715.6112474844253,363.61124748442535
2023-01-12 00:01:45.877900,1,2023,1,0.06123431041845467,0.7016260122159567,0.14973041864125414,60,9145,West,Campaign_B,Apparel,VIP,Store,296,466.98557204581243,170.98557204581243
2023-01-13 00:01:45.877900,1,2023,1,0.11449383528057672,0.9377093481806115,0.19953033351006383,65,7856,South,Campaign_B,Apparel,VIP,Online,131,241.10471763084956,110.10471763084956
2023-01-14 00:01:45.877900,1,2023,1,0.09953096560117931,0.7405209931034084,0.21376087234088675,80,29832,West,Campaign_B,Apparel,VIP,Store,318,474.50437007351553,156.50437007351553
2023-01-15 00:01:45.877900,1,2023,1,0.2444728074126452,0.8671082472524971,0.06590330309741975,75,37774,West,Campaign_C,Apparel,Returning,Phone,109,265.38157314728124,156.38157314728124
2023-01-16 00:01:45.877900,1,2023,1,0.20547414938566372,0.8892983615083172,0.14487503186955442,88,42431,South,Campaign_C,Furniture,VIP,Online,328,660.7908360186893,332.79083601868933
2023-01-17 00:01:45.877900,1,2023,1,0.20072646084293255,0.7372937586172491,0.08298741164837233,64,1220,North,Campaign_A,Electronics,VIP,Phone,498,1069.7954760283233,571.7954760283233
2023-01-18 00:01:45.877900,1,2023,1,0.20755647851595593,0.8462781867205813,0.10309300666890316,65,21601,East,Campaign_B,Electronics,Returning,Phone,127,245.48356574247455,118.48356574247455
2023-01-19 00:01:45.877900,1,2023,1,0.09661236381397982,0.8552922123362908,0.05883884914584188,99,18032,South,Campaign_A,Electronics,New,Phone,191,230.63039906846063,39.63039906846063
2023-01-20 00:01:45.877900,1,2023,1,0.20267879060372657,0.8795012450175297,0.2711300456480812,92,44482,West,Campaign_B,Apparel,New,Store,247,569.4506260546715,322.4506260546715
2023-01-21 00:01:45.877900,1,2023,1,0.13216572787747827,0.817384608818947,0.16245909189652064,75,35464,North,Campaign_B,Electronics,Returning,Store,436,758.6836505494122,322.68365054941216
2023-01-22 00:01:45.877900,1,2023,1,0.10592545363638779,0.7597152687075406,0.29412802601945826,69,22777,East,Campaign_B,Electronics,New,Online,192,367.0728220365611,175.0728220365611
2023-01-23 00:01:45.877900,1,2023,1,0.09796725521241044,0.9458893508222002,0.05425807258622088,97,27909,South,Campaign_B,Apparel,VIP,Online,483,1130.3413443637094,647.3413443637094
2023-01-24 00:01:45.877900,1,2023,1,0.2201434641860045,0.8732877402506267,0.18609449864916494,87,34470,West,Campaign_A,Apparel,New,Store,430,1002.6844548370983,572.6844548370983
2023-01-25 00:01:45.877900,1,2023,1,0.1331984610283073,0.8582127798568759,0.2576264278857462,60,14051,East,Campaign_B,Electronics,New,Store,220,533.6550445272642,313.6550445272642
2023-01-26 00:01:45.877900,1,2023,1,0.12532619700359848,0.8880393022849976,0.2824170885721043,77,46049,West,Campaign_C,Apparel,VIP,Phone,194,270.3720787388833,76.37207873888332
2023-01-27 00:01:45.877900,1,2023,1,0.05189867629387382,0.7806772817054634,0.10965713675323326,76,15854,West,Campaign_A,Apparel,Returning,Store,394,736.0824594819034,342.08245948190336
2023-01-28 00:01:45.877900,1,2023,1,0.22240028537090656,0.8057040628129926,0.10329601385795988,71,22810,South,Campaign_C,Furniture,VIP,Online,414,627.6957028079835,213.69570280798348
2023-01-29 00:01:45.877900,1,2023,1,0.21777952363467645,0.8204394740307143,0.10291898875693105,73,2336,North,Campaign_B,Electronics,New,Online,109,183.24995807909485,74.24995807909485
2023-01-30 00:01:45.877900,1,2023,1,0.1481686519117688,0.9141253596026291,0.07189518205251068,98,21092,East,Campaign_B,Electronics,Returning,Online,340,705.7653934402722,365.7653934402722
2023-01-31 00:01:45.877900,1,2023,1,0.08419687369832674,0.921266844657708,0.2867866367901519,61,25514,West,Campaign_C,Furniture,VIP,Phone,166,226.2303470454974,60.23034704549741
2023-02-01 00:01:45.877900,2,2023,1,0.18352746034674905,0.7580733497736271,0.1378504374194095,88,36212,West,Campaign_B,Furniture,New,Online,411,631.293149385677,220.293149385677
2023-02-02 00:01:45.877900,2,2023,1,0.1248480392170815,0.8995357667557198,0.1914593694979858,98,21179,South,Campaign_C,Electronics,VIP,Phone,258,474.47920037725277,216.47920037725277
2023-02-03 00:01:45.877900,2,2023,1,0.2104482965892972,0.7449640119743153,0.06869966417022709,69,24489,North,Campaign_A,Electronics,New,Online,139,172.8035203117929,33.80352031179291
2023-02-04 00:01:45.877900,2,2023,1,0.1575676715944995,0.7712628002453048,0.1424442448785715,78,1040,East,Campaign_C,Furniture,New,Online,324,505.7599252710046,181.7599252710046
2023-02-05 00:01:45.877900,2,2023,1,0.07833296885448929,0.8760028745572233,0.2825479760261819,80,32869,West,Campaign_B,Electronics,VIP,Phone,371,833.5907796923498,462.59077969234977
2023-02-06 00:01:45.877900,2,2023,1,0.18078887952482275,0.8257179716606143,0.0688193461158451,61,21138,North,Campaign_C,Electronics,VIP,Online,289,636.4024716172787,347.4024716172787
2023-02-07 00:01:45.877900,2,2023,1,0.050443352134998155,0.7395688597636646,0.06140562776009949,85,29305,South,Campaign_A,Electronics,Returning,Phone,383,518.3504519453032,135.35045194530323
2023-02-08 00:01:45.877900,2,2023,1,0.19275008734808435,0.8295109821624563,0.271602738670024,82,42140,West,Campaign_C,Electronics,New,Online,79,186.2484179571799,107.2484179571799
2023-02-09 00:01:45.877900,2,2023,1,0.18874734456707482,0.7194750991388702,0.09943806259885339,82,30865,East,Campaign_C,Furniture,VIP,Store,80,115.45512106975187,35.45512106975187
2023-02-10 00:01:45.877900,2,2023,1,0.19344270439183042,0.9124989819534615,0.1899861885423253,80,36113,West,Campaign_C,Electronics,New,Store,281,425.7125900930641,144.71259009306408
2023-02-11 00:01:45.877900,2,2023,1,0.22866446459870515,0.9035056917952475,0.21152933788786837,88,7444,West,Campaign_B,Electronics,New,Phone,466,638.1688433597608,172.16884335976079
2023-02-12 00:01:45.877900,2,2023,1,0.12287314032477743,0.8072072133421784,0.2562559278959147,91,29839,North,Campaign_B,Apparel,New,Phone,96,144.94137952651477,48.941379526514766
2023-02-13 00:01:45.877900,2,2023,1,0.20709028628013243,0.7564908645366356,0.2841965802314603,73,18804,East,Campaign_C,Electronics,VIP,Online,244,571.2328115636182,327.23281156361816
2023-02-14 00:01:45.877900,2,2023,1,0.13778111533522364,0.7946996114560798,0.24642978715509256,73,40091,South,Campaign_C,Furniture,VIP,Phone,202,415.203133839629,213.203133839629
2023-02-15 00:01:45.877900,2,2023,1,0.18210788378547854,0.8873175749611101,0.12785925820549665,94,13669,West,Campaign_B,Electronics,VIP,Store,215,453.28576244987187,238.28576244987187
2023-02-16 00:01:45.877900,2,2023,1,0.08516611854929242,0.9237776269238572,0.18341378483559873,83,16432,West,Campaign_C,Furniture,VIP,Store,466,584.6654958425289,118.66549584252891
2023-02-17 00:01:45.877900,2,2023,1,0.20615779238686632,0.7630657305329831,0.05359379172348987,96,44734,East,Campaign_B,Electronics,VIP,Store,176,301.5602365502364,125.56023655023643
2023-02-18 00:01:45.877900,2,2023,1,0.16048207623857905,0.8701790937336451,0.2859564495356587,71,15829,East,Campaign_A,Furniture,VIP,Store,131,187.07839907457992,56.07839907457992
2023-02-19 00:01:45.877900,2,2023,1,0.16276732551206236,0.7201725729410975,0.26481644780219815,97,34031,West,Campaign_C,Apparel,Returning,Store,386,472.2861700634179,86.2861700634179
2023-02-20 00:01:45.877900,2,2023,1,0.17886164310505426,0.8423870446462574,0.2649495999285642,83,46033,West,Campaign_A,Furniture,Returning,Online,145,304.2325822923391,159.2325822923391
2023-02-21 00:01:45.877900,2,2023,1,0.11907138496466936,0.9382861230597798,0.22510854200605962,85,19155,West,Campaign_C,Furniture,Returning,Online,104,142.54183741298664,38.54183741298664
2023-02-22 00:01:45.877900,2,2023,1,0.07696601593566697,0.8661035401927574,0.10026414358966147,90,28930,West,Campaign_A,Electronics,VIP,Online,84,150.59358478567464,66.59358478567464
2023-02-23 00:01:45.877900,2,2023,1,0.15726338109220186,0.942448178023228,0.13840238916268033,79,29839,North,Campaign_A,Apparel,VIP,Store,349,701.4681175050775,352.46811750507754
2023-02-24 00:01:45.877900,2,2023,1,0.22644346127733156,0.7719748897025298,0.22258480400520908,91,19303,North,Campaign_C,Apparel,Returning,Phone,253,339.2729504952441,86.27295049524412
2023-02-25 00:01:45.877900,2,2023,1,0.076369421776455,0.870910401201191,0.2820726550900027,78,39554,West,Campaign_C,Electronics,VIP,Online,258,491.6332696917522,233.63326969175222
2023-02-26 00:01:45.877900,2,2023,1,0.22119524162255555,0.7363255382856303,0.2401410639360183,92,19638,South,Campaign_C,Electronics,Returning,Store,344,839.2976338473916,495.2976338473916
2023-02-27 00:01:45.877900,2,2023,1,0.17311425438800165,0.7076265486141307,0.14217768200733655,79,6215,South,Campaign_B,Apparel,Returning,Phone,299,365.7035152689723,66.7035152689723
2023-02-28 00:01:45.877900,2,2023,1,0.15312097230927219,0.8018350115464966,0.26111322857006325,88,47665,North,Campaign_A,Apparel,New,Online,168,289.4566003637713,121.45660036377132
2023-03-01 00:01:45.877900,3,2023,1,0.17816413461459435,0.8439781784817012,0.1353773501961819,71,16774,South,Campaign_C,Electronics,Returning,Store,167,307.0045571850402,140.0045571850402
2023-03-02 00:01:45.877900,3,2023,1,0.11431668596770539,0.8181115246918296,0.1383027333834469,89,39761,West,Campaign_A,Furniture,Returning,Online,414,720.1849226480576,306.18492264805764
2023-03-03 00:01:45.877900,3,2023,1,0.17143885964758093,0.9175915891306493,0.09848457269338017,69,45000,East,Campaign_A,Apparel,VIP,Online,231,433.8221127913498,202.8221127913498
2023-03-04 00:01:45.877900,3,2023,1,0.13330897091450272,0.9052293996444053,0.20390729350745557,88,41628,North,Campaign_B,Apparel,VIP,Online,348,758.2199763139771,410.2199763139771
2023-03-05 00:01:45.877900,3,2023,1,0.16895179905236435,0.815451728822288,0.21527569429928473,69,43009,North,Campaign_A,Furniture,VIP,Store,197,366.48298301795694,169.48298301795694
2023-03-06 00:01:45.877900,3,2023,1,0.223415480285381,0.7054855820840268,0.2763692945102031,62,26981,North,Campaign_C,Furniture,Returning,Store,380,713.7987066507957,333.7987066507957
2023-03-07 00:01:45.877900,3,2023,1,0.11779097025382615,0.7897021618899754,0.1334982880986879,91,3555,North,Campaign_A,Furniture,Returning,Store,420,525.9037874173865,105.90378741738652
2023-03-08 00:01:45.877900,3,2023,1,0.09459987059863151,0.896498149384918,0.13189622598156492,81,48617,East,Campaign_A,Furniture,Returning,Online,148,222.77179987288335,74.77179987288335
2023-03-09 00:01:45.877900,3,2023,1,0.12339827120878975,0.8500094761095622,0.2561133942836707,76,44547,East,Campaign_B,Furniture,VIP,Store,393,590.245221423698,197.245221423698
2023-03-10 00:01:45.877900,3,2023,1,0.23292316725883783,0.8315984641731641,0.24534802759556112,90,19727,North,Campaign_B,Electronics,VIP,Online,311,474.1097863842857,163.1097863842857
2023-03-11 00:01:45.877900,3,2023,1,0.1290975401495003,0.7413424849177196,0.27495724908691777,86,22199,West,Campaign_C,Apparel,Returning,Store,215,399.4717576158292,184.47175761582918
2023-03-12 00:01:45.877900,3,2023,1,0.20371681769674693,0.823999625716488,0.17288504980872693,96,26936,West,Campaign_C,Electronics,Returning,Online,281,653.069889275838,372.069889275838
2023-03-13 00:01:45.877900,3,2023,1,0.20524071025739782,0.8181786907318466,0.28374946707946547,97,14094,West,Campaign_C,Apparel,New,Online,372,519.2181518069459,147.2181518069459
2023-03-14 00:01:45.877900,3,2023,1,0.16507910082983435,0.8993905103421925,0.10809121523525604,61,25031,East,Campaign_A,Electronics,Returning,Online,360,639.6857550940148,279.6857550940148
2023-03-15 00:01:45.877900,3,2023,1,0.17798144432870566,0.7343855734367604,0.11333857966976084,87,34354,West,Campaign_A,Furniture,New,Phone,300,615.1350633023898,315.13506330238977
2023-03-16 00:01:45.877900,3,2023,1,0.22299710507059733,0.7893463609242284,0.1352798341910182,97,47742,South,Campaign_B,Apparel,Returning,Phone,106,250.3365983159592,144.3365983159592
2023-03-17 00:01:45.877900,3,2023,1,0.08888035189899729,0.8507743134394856,0.08652748207528378,89,23497,West,Campaign_B,Apparel,Returning,Phone,412,540.1684408825571,128.1684408825571
2023-03-18 00:01:45.877900,3,2023,1,0.1775737007689389,0.7114048810502823,0.2227864026104967,94,19054,South,Campaign_B,Apparel,VIP,Phone,310,383.48600936511247,73.48600936511247
2023-03-19 00:01:45.877900,3,2023,1,0.11882595857558685,0.8324306238809203,0.2195247433958024,75,6167,West,Campaign_C,Apparel,New,Phone,232,423.98838661060705,191.98838661060705
2023-03-20 00:01:45.877900,3,2023,1,0.11189271633642384,0.7808868967473571,0.11373656138291009,76,35070,South,Campaign_A,Apparel,New,Online,239,363.00308237259327,124.00308237259327
2023-03-21 00:01:45.877900,3,2023,1,0.19863658553593366,0.7317696139339949,0.2629314870208987,70,35114,West,Campaign_C,Electronics,VIP,Phone,158,205.1038077978652,47.10380779786519
2023-03-22 00:01:45.877900,3,2023,1,0.0755907582544617,0.7027679351145758,0.18973446743202543,69,5063,West,Campaign_C,Electronics,New,Phone,83,156.75346160061684,73.75346160061684
2023-03-23 00:01:45.877900,3,2023,1,0.11978536483492533,0.8458493328302759,0.2613724339063659,79,25875,North,Campaign_C,Apparel,New,Online,357,612.7306248925963,255.73062489259632
2023-03-24 00:01:45.877900,3,2023,1,0.21609394967030998,0.7167745004155398,0.14685106350056443,94,12341,West,Campaign_C,Apparel,New,Phone,339,715.847506395594,376.847506395594
2023-03-25 00:01:45.877900,3,2023,1,0.07614910048909998,0.9018077209808703,0.2861243036546741,81,16680,East,Campaign_A,Apparel,New,Online,58,123.98373011868473,65.98373011868473
2023-03-26 00:01:45.877900,3,2023,1,0.19910578878660012,0.7747516598917621,0.2357405159462706,60,7434,East,Campaign_B,Apparel,Returning,Online,476,776.2637401263642,300.26374012636416
2023-03-27 00:01:45.877900,3,2023,1,0.15384669147555724,0.758018466026809,0.19791301036307973,73,29950,North,Campaign_B,Apparel,VIP,Online,374,724.0812739590967,350.08127395909673
2023-03-28 00:01:45.877900,3,2023,1,0.22008899762178175,0.7774277217054001,0.22859819477872023,69,36885,East,Campaign_C,Furniture,New,Store,450,651.816925962169,201.81692596216897
2023-03-29 00:01:45.877900,3,2023,1,0.07660670216289847,0.8171430678216456,0.2070573723199351,69,40576,South,Campaign_A,Furniture,Returning,Phone,197,449.89489978726186,252.89489978726186
2023-03-30 00:01:45.877900,3,2023,1,0.08278518335179004,0.8761650285766602,0.2300584222364821,76,13660,North,Campaign_A,Furniture,New,Phone,265,517.0706678588807,252.0706678588807
2023-03-31 00:01:45.877900,3,2023,1,0.14561519223716396,0.8034048088302408,0.2880173899502346,77,9092,West,Campaign_B,Electronics,VIP,Store,126,301.8110435151029,175.81104351510288
2023-04-01 00:01:45.877900,4,2023,2,0.08201742878368082,0.8443629684340269,0.16226331096913754,82,23588,South,Campaign_A,Apparel,VIP,Store,433,925.3840605324997,492.3840605324997
2023-04-02 00:01:45.877900,4,2023,2,0.23294186635303699,0.7384217201042587,0.278167338541855,70,30346,West,Campaign_C,Furniture,VIP,Online,206,472.40666626511995,266.40666626511995
2023-04-03 00:01:45.877900,4,2023,2,0.1272450527682245,0.8274374495090343,0.15200713867839805,94,23393,North,Campaign_B,Electronics,New,Store,298,422.3457004003266,124.34570040032662
2023-04-04 00:01:45.877900,4,2023,2,0.20409483041644755,0.8080576666090737,0.2663468117791504,74,33955,South,Campaign_A,Furniture,VIP,Online,197,349.30915251583866,152.30915251583866
2023-04-05 00:01:45.877900,4,2023,2,0.22914228290055844,0.7056088944345105,0.1107102034344963,75,5695,North,Campaign_A,Furniture,VIP,Online,68,103.63865937236108,35.638659372361076
2023-04-06 00:01:45.877900,4,2023,2,0.11751483724440553,0.9448262937710856,0.12254513013328812,61,25079,North,Campaign_B,Electronics,Returning,Store,489,1068.1085888360717,579.1085888360717
2023-04-07 00:01:45.877900,4,2023,2,0.24951771571609066,0.9252318300670348,0.17120727348469356,83,12941,East,Campaign_A,Apparel,VIP,Store,211,363.97799147638773,152.97799147638773
2023-04-08 00:01:45.877900,4,2023,2,0.16924889057487552,0.7605592513378693,0.060767570694776465,66,19801,West,Campaign_A,Furniture,VIP,Store,189,342.76085378489796,153.76085378489796
2023-04-09 00:01:45.877900,4,2023,2,0.09542658530582478,0.824024614275237,0.18494772256278763,66,30835,South,Campaign_B,Apparel,New,Online,299,683.6512668192356,384.6512668192356
2023-04-10 00:01:45.877900,4,2023,2,0.18408290601130578,0.816296596709877,0.05980249066906272,90,41744,North,Campaign_A,Electronics,Returning,Online,246,411.2743981117558,165.27439811175577
2023-04-11 00:01:45.877900,4,2023,2,0.08882164595677303,0.9366433890872441,0.1656963467735854,90,34980,South,Campaign_B,Furniture,VIP,Online,64,123.4726085601352,59.4726085601352
2023-04-12 00:01:45.877900,4,2023,2,0.17795337865964772,0.8495939023765309,0.11290146189018783,81,25566,West,Campaign_B,Apparel,VIP,Online,476,981.1954628506245,505.1954628506245
2023-04-13 00:01:45.877900,4,2023,2,0.14310522853980173,0.8717113190273774,0.12569851337220755,82,48334,East,Campaign_B,Furniture,New,Online,362,696.2413836657787,334.2413836657787
2023-04-14 00:01:45.877900,4,2023,2,0.2198481178909325,0.8964974655569438,0.25011355643222954,63,12366,East,Campaign_B,Furniture,VIP,Phone,128,241.73026712502417,113.73026712502417
2023-04-15 00:01:45.877900,4,2023,2,0.09943331352103409,0.7660723327575844,0.20774903240273784,71,43165,East,Campaign_B,Furniture,New,Store,298,531.6129476846679,233.61294768466792
2023-04-16 00:01:45.877900,4,2023,2,0.18842214072592584,0.7788409529470395,0.1938237094794374,67,5484,North,Campaign_C,Electronics,VIP,Store,340,661.9533648888021,321.95336488880207
2023-04-17 00:01:45.877900,4,2023,2,0.2361006345337236,0.811881393286408,0.2622394730947344,84,48455,East,Campaign_A,Furniture,VIP,Online,245,436.9755002220222,191.97550022202222
2023-04-18 00:01:45.877900,4,2023,2,0.21878399267657034,0.8182653795390219,0.12298136701330205,73,32786,West,Campaign_C,Apparel,New,Phone,497,699.9270738253123,202.92707382531228
2023-04-19 00:01:45.877900,4,2023,2,0.1443429173503925,0.8899726806608321,0.2917506565274846,92,43827,North,Campaign_B,Electronics,New,Online,166,284.3155937182926,118.31559371829258
2023-04-20 00:01:45.877900,4,2023,2,0.18909705486612477,0.9462083779435367,0.11858302036495665,68,34595,West,Campaign_A,Furniture,Returning,Online,295,380.33909748752217,85.33909748752217
2023-04-21 00:01:45.877900,4,2023,2,0.18646235014297408,0.834756270205032,0.25036956354746875,96,5357,South,Campaign_C,Electronics,VIP,Store,171,416.6169428512343,245.61694285123428
2023-04-22 00:01:45.877900,4,2023,2,0.05080370514460486,0.7251941987053508,0.14211215906716762,90,35031,West,Campaign_B,Apparel,Returning,Store,395,507.416452150222,112.41645215022203
2023-04-23 00:01:45.877900,4,2023,2,0.15724035258515473,0.9124190405600967,0.0686956763638021,81,12389,West,Campaign_B,Furniture,VIP,Phone,307,369.78439600380807,62.78439600380807
2023-04-24 00:01:45.877900,4,2023,2,0.22435452454627552,0.8583709307973569,0.21853582391160575,71,49576,West,Campaign_C,Electronics,VIP,Phone,185,230.27694700019578,45.276947000195776
2023-04-25 00:01:45.877900,4,2023,2,0.054576250761450965,0.8930782160492007,0.21398151098527718,91,45349,West,Campaign_C,Electronics,New,Phone,441,918.0140412845786,477.01404128457864
2023-04-26 00:01:45.877900,4,2023,2,0.1054103195836345,0.9386996406174513,0.14705359294297443,65,16486,South,Campaign_A,Apparel,Returning,Phone,80,195.5892537973767,115.5892537973767
2023-04-27 00:01:45.877900,4,2023,2,0.172682652948576,0.8037709248835754,0.10974475670957458,79,20403,North,Campaign_A,Furniture,VIP,Online,337,616.2158627038671,279.21586270386706
2023-04-28 00:01:45.877900,4,2023,2,0.23343238986380377,0.8662014017529353,0.14194222461351724,94,28074,South,Campaign_B,Electronics,New,Online,387,849.8707440171021,462.8707440171021
2023-04-29 00:01:45.877900,4,2023,2,0.08380486101517848,0.8834016968586534,0.1437207216734615,82,29902,South,Campaign_C,Apparel,New,Store,227,553.8365096926058,326.8365096926058
2023-04-30 00:01:45.877900,4,2023,2,0.12478732528926094,0.9196919715076161,0.07321522876054083,62,44489,East,Campaign_C,Furniture,Returning,Online,75,105.30383884780663,30.30383884780663
2023-05-01 00:01:45.877900,5,2023,2,0.17868435787084597,0.7374510189929108,0.1284257477723061,78,15679,South,Campaign_B,Electronics,VIP,Store,320,729.7344598611159,409.73445986111585
2023-05-02 00:01:45.877900,5,2023,2,0.2386048481712315,0.9279085363312685,0.21330425427045002,76,43993,South,Campaign_C,Electronics,VIP,Store,227,381.18659966174243,154.18659966174243
2023-05-03 00:01:45.877900,5,2023,2,0.2160384955558587,0.9265118162787769,0.15617270673292427,86,9965,West,Campaign_B,Electronics,New,Store,107,217.8380047085735,110.8380047085735
2023-05-04 00:01:45.877900,5,2023,2,0.19258147546854287,0.8132978635146775,0.15588798713153695,76,21709,West,Campaign_A,Apparel,New,Store,456,627.0467149117026,171.04671491170257
2023-05-05 00:01:45.877900,5,2023,2,0.19711903096958855,0.8240833944683397,0.08794872524705723,95,39306,East,Campaign_B,Furniture,Returning,Store,440,817.2478350869615,377.24783508696146
2023-05-06 00:01:45.877900,5,2023,2,0.10513258737051959,0.8474134313367097,0.23858925099741035,87,46123,South,Campaign_C,Electronics,New,Phone,208,289.1168373964041,81.1168373964041
