Date,Order_ID,Customer_ID,Product_Name,Product_Category,Region,Campaign,Sales_Channel,Customer_Segment,Website_Traffic,Acquisition_Rate,Retention_Rate,Churn_Rate,Customer_Satisfaction_Score,Lead_Time_Days,Efficiency_Rate,Raw_Material_Cost,Ad_Spend,Units_Produced,Units_Sold,Revenue,Cost,Profit
2025-03-02 15:31:54.919705,ORD-0017,CUST-5644,Hand_Sanitizer,Hygiene,East,Summer_Sale,Retail_Store,VIP,3850,0.12627007929354317,0.931181973789952,0.23538923506328902,3,5,0.8138323807392129,1.0899779782619583,3007,771,562,6097.1460762562265,3847.3730212399696,2249.773055016257
2024-12-20 15:31:54.919705,ORD-0018,CUST-3752,Dish_Soap,Hygiene,West,New_Product_Launch,Online,New,2293,0.0753577324125342,0.8340321071309913,0.09790211336786947,3,7,0.8470314658550029,3.536113625586153,3198,304,469,4257.60971774651,4272.978542178191,-15.368824431680878
2025-03-05 15:31:54.919705,ORD-0019,CUST-4541,Soap,Hair_Care,South,New_Product_Launch,Wholesale,New,4542,0.09046248558136094,0.8031555315667493,0.110227354145916,1,15,0.9331170540129873,2.1010489739253058,2907,532,777,14061.80192353457,4024.7580541282628,10037.043869406307
2025-03-07 15:31:54.919705,ORD-0020,CUST-2910,Soap,Hygiene,East,Hygiene_Awareness,Online,New,1342,0.051106120537681224,0.8565269394193523,0.1749124314922672,2,8,0.9058165921249394,4.342227443224294,993,471,760,4618.686930710721,3038.189125758642,1580.4978049520787
2025-06-06 15:31:54.919705,ORD-0021,CUST-3907,Shampoo,Body_Care,West,New_Product_Launch,Wholesale,New,3264,0.09914170519315721,0.8343279283173362,0.2540373851829846,1,7,0.9055570635501042,1.4333564752017436,4855,727,697,6069.712590944735,5897.050157471667,172.66243347306772
2024-09-12 15:31:54.919705,ORD-0022,CUST-6173,Soap,Body_Care,South,New_Product_Launch,Retail_Store,Returning,4261,0.18592109709270283,0.8036616126307244,0.17496758573423754,2,11,0.7797162961092772,2.1472228062637755,4592,258,422,3164.06669935199,5145.983484016054,-1981.916784664064
2024-08-14 15:31:54.919705,ORD-0023,CUST-8900,Shampoo,Body_Care,East,New_Product_Launch,Online,Returning,3883,0.059971664026556085,0.7574609952795802,0.26337791073953476,3,18,0.9432435412721835,2.5472168084212656,2877,884,284,5531.923537179901,5128.739658644399,403.1838785355021
2025-05-31 15:31:54.919705,ORD-0024,CUST-3744,Dish_Soap,Hygiene,West,Summer_Sale,Wholesale,New,1048,0.1446401657791513,0.7754392608965118,0.2640021815562915,4,3,0.8626025127033327,3.1151647376743097,708,543,428,2633.126692230088,2399.53445255715,233.59223967293792
2024-08-10 15:31:54.919705,ORD-0025,CUST-5350,Soap,Hair_Care,North,Summer_Sale,Retail_Store,VIP,1313,0.09738916207906984,0.7359289476004209,0.1218817265881782,1,2,0.7763439785516106,3.2079784737931445,888,796,380,5434.450494910565,3441.550865139343,1992.899629771222
2025-03-14 15:31:54.919705,ORD-0026,CUST-9989,Dish_Soap,Hair_Care,North,Hygiene_Awareness,Retail_Store,Returning,2741,0.05034411867580136,0.7990900068290365,0.15425962292203543,4,18,0.7958076166045875,3.1063689043755,3738,301,550,7034.561043606198,4673.017040217025,2361.5440033891728
2025-01-13 15:31:54.919705,ORD-0027,CUST-1225,Soap,Hair_Care,South,Summer_Sale,Wholesale,VIP,771,0.1838869298188992,0.8678461348844024,0.28371903404379584,2,5,0.7956388609876272,1.5574015928847107,949,557,368,3945.4735870589543,1816.4726872367837,2129.0008998221706
2024-12-14 15:31:54.919705,ORD-0028,CUST-3705,Shampoo,Hair_Care,East,New_Product_Launch,Wholesale,Returning,4914,0.09605769899563035,0.8678524210612713,0.19088343217002435,4,18,0.7543433181469513,2.4257242680078344,4183,625,850,4784.417124547815,5699.077667504896,-914.6605429570818
2024-10-01 15:31:54.919705,ORD-0029,CUST-1095,Hand_Sanitizer,Hygiene,South,New_Product_Launch,Wholesale,New,4188,0.10478232325859421,0.722840216378166,0.14266005341514365,2,14,0.9127988737506589,1.4873700267554022,4605,443,156,3003.614240385701,5263.904921852643,-2260.2906814669423
2024-12-26 15:31:54.919705,ORD-0030,CUST-8035,Dish_Soap,Hygiene,East,Summer_Sale,Wholesale,New,3481,0.1442948464634906,0.8988951239565333,0.178870530354859,2,13,0.9187028227160943,3.8317268191032756,2436,317,750,12433.362217782751,3650.6574016557383,8782.704816127012
2025-02-04 15:31:54.919705,ORD-0031,CUST-4054,Dish_Soap,Hair_Care,North,New_Product_Launch,Online,New,1106,0.16684729068082887,0.8875585405004611,0.12294848091745425,4,13,0.851103785736714,4.719062636075581,1928,237,302,3392.9072399662214,3046.4178447499125,346.4893952163088
2025-03-23 15:31:54.919705,ORD-0032,CUST-3361,Hand_Sanitizer,Hygiene,South,New_Product_Launch,Wholesale,VIP,3859,0.12028886853164772,0.82250100932184,0.19600990020614506,3,18,0.9463003128905808,3.3367829771280237,799,592,723,12865.331887236583,2774.37552245979,10090.956364776794
2025-06-06 15:31:54.919705,ORD-0033,CUST-5784,Shampoo,Body_Care,North,Hygiene_Awareness,Retail_Store,New,1159,0.1230454007016244,0.7387043024129072,0.13360536402310874,3,19,0.941512808859887,4.853190538943519,4452,360,428,8362.080013640041,6199.148594019667,2162.931419620374
2025-02-10 15:31:54.919705,ORD-0034,CUST-3888,Dish_Soap,Hygiene,South,Summer_Sale,Online,VIP,3736,0.058268083556459294,0.9315128595716049,0.29715640826424217,1,5,0.933428007176159,2.1475555023948982,4139,487,768,9039.589480868057,5184.859529666315,3854.7299512017416
2024-11-09 15:31:54.919705,ORD-0035,CUST-5794,Dish_Soap,Hygiene,West,New_Product_Launch,Retail_Store,Returning,3034,0.07317950294173645,0.7194912213799933,0.29270805903442176,3,17,0.9467911279562997,3.0036606900285006,3293,581,486,5966.459776761623,5038.126860906559,928.3329158550641
2024-10-01 15:31:54.919705,ORD-0036,CUST-6019,Hand_Sanitizer,Hygiene,South,New_Product_Launch,Retail_Store,New,2175,0.15389697159938986,0.7954913029551622,0.14844829782934243,2,9,0.8917547053194704,3.772548151647759,3281,165,869,16930.409557428145,3903.47044502188,13026.939112406266
2024-11-04 15:31:54.919705,ORD-0037,CUST-1265,Hand_Sanitizer,Hygiene,West,Hygiene_Awareness,Retail_Store,VIP,4265,0.10585415920972083,0.768572998075628,0.26255886939934725,4,18,0.8504595875535313,1.0932067134174082,4216,820,199,2185.571776494041,5112.429505002275,-2926.857728508234
2025-03-29 15:31:54.919705,ORD-0038,CUST-3503,Dish_Soap,Hair_Care,East,Summer_Sale,Retail_Store,New,4664,0.11995752830010513,0.8743959858254743,0.17519832832492988,2,17,0.9271697425864819,4.559366377186057,2647,545,367,5114.146783411442,5131.854675566401,-17.707892154959154
2025-06-28 15:31:54.919705,ORD-0039,CUST-3971,Hand_Sanitizer,Hair_Care,West,New_Product_Launch,Retail_Store,VIP,1553,0.1510486374580267,0.767603992834602,0.2633576798434344,1,11,0.8597027163137583,4.567329483400103,4151,221,737,6766.972047587989,5160.379815831423,1606.5922317565664
2024-09-11 15:31:54.919705,ORD-0040,CUST-1946,Soap,Body_Care,North,Summer_Sale,Wholesale,VIP,3161,0.09766516318240533,0.7390214344967885,0.16758304234933497,1,7,0.9292905408826136,4.852367308107901,3278,764,592,7006.529341830661,6985.2086233944365,21.320718436224524
2025-05-13 15:31:54.919705,ORD-0041,CUST-3415,Soap,Hygiene,South,New_Product_Launch,Online,Returning,1835,0.1511213184008212,0.8683950252613523,0.15515614533501054,3,11,0.8157512846291217,1.5823662540055192,2430,181,885,16745.802932536182,2716.408291974999,14029.394640561182
2025-06-24 15:31:54.919705,ORD-0042,CUST-4265,Soap,Hair_Care,South,Summer_Sale,Retail_Store,VIP,2465,0.06882400347923982,0.7892629525842696,0.15169260740481594,1,5,0.7611385344347006,4.614168392405271,3346,626,580,3582.510424413004,6234.4694136457,-2651.9589892326962
2024-11-19 15:31:54.919705,ORD-0043,CUST-8808,Dish_Soap,Hygiene,East,Hygiene_Awareness,Wholesale,Returning,3463,0.059301579023995216,0.8569459157517451,0.29949962242023864,2,8,0.8767323821863767,2.560247139276131,707,877,371,6913.760664784598,2952.336741145167,3961.423923639431
2025-06-27 15:31:54.919705,ORD-0044,CUST-3342,Dish_Soap,Body_Care,South,Hygiene_Awareness,Retail_Store,VIP,4751,0.0626186466029445,0.7921161448779013,0.1639998646337374,3,6,0.8785680591661085,4.569152964278614,4464,749,276,4316.108282055071,7886.295570244682,-3570.1872881896106
2025-01-05 15:31:54.919705,ORD-0045,CUST-9207,Shampoo,Body_Care,East,Summer_Sale,Wholesale,New,609,0.13051480531911114,0.83560106332823,0.1432173256217455,1,10,0.7706796751812328,2.200857749829472,965,630,137,1775.2151952910967,2351.540382392567,-576.3251871014704
2024-11-17 15:31:54.919705,ORD-0046,CUST-8739,Dish_Soap,Body_Care,North,Hygiene_Awareness,Retail_Store,Returning,675,0.11942686311088446,0.7021862735972473,0.22070467296437402,4,18,0.8212655515022829,4.6542182311242595,4934,260,509,5439.359344035021,6144.096740092307,-704.7373960572859
2024-11-27 15:31:54.919705,ORD-0047,CUST-2469,Shampoo,Hair_Care,North,Hygiene_Awareness,Wholesale,VIP,1897,0.18623529354662383,0.8563696308396966,0.1748272566758775,2,4,0.9440322074370882,4.321848872838617,2311,831,667,9720.377555426961,5902.45641332889,3817.921142098071
2025-06-12 15:31:54.919705,ORD-0048,CUST-9730,Hand_Sanitizer,Hygiene,East,Hygiene_Awareness,Wholesale,New,1796,0.1288390715508539,0.9337730234176527,0.13660382099760893,1,11,0.8519298051454893,1.3461327051988534,2524,952,205,1465.768539180817,3805.5183353493085,-2339.7497961684912
2025-04-10 15:31:54.919705,ORD-0049,CUST-9378,Hand_Sanitizer,Hair_Care,West,Summer_Sale,Retail_Store,New,714,0.11058725153819937,0.7324698469068279,0.0723980294046006,4,2,0.8162563622582413,3.6214051324012817,1180,326,110,1945.2959016885645,2360.578073162818,-415.28217147425335
2024-12-09 15:31:54.919705,ORD-0050,CUST-5210,Hand_Sanitizer,Hair_Care,East,Summer_Sale,Online,VIP,553,0.17833693899729586,0.9065939867080065,0.2402537235083636,1,2,0.9299423803222214,4.334174139659067,804,687,862,13013.742695595083,3781.5776339457793,9232.165061649304
2025-07-11 15:31:54.919705,ORD-0051,CUST-6900,Hand_Sanitizer,Hair_Care,North,Summer_Sale,Retail_Store,VIP,840,0.1549140891198324,0.7901675294259773,0.20071690466590542,3,16,0.8374486572011022,2.391766980423656,3701,858,130,889.9334840886963,5753.136069203497,-4863.202585114801
2024-09-24 15:31:54.919705,ORD-0052,CUST-4504,Soap,Hair_Care,North,New_Product_Launch,Retail_Store,Returning,4662,0.16067807607752535,0.8273147079293446,0.2825179933010066,4,17,0.7841371500505256,2.100026486744746,3611,278,306,2911.555910446896,4194.80736331504,-1283.2514528681436
2024-10-15 15:31:54.919705,ORD-0053,CUST-1162,Hand_Sanitizer,Hair_Care,South,New_Product_Launch,Online,Returning,4660,0.16028809604890254,0.9194238041181122,0.1429742689760799,3,7,0.9276426571046934,4.653037803389596,4628,421,371,4261.521600411984,6586.928915227019,-2325.4073148150355
2025-03-04 15:31:54.919705,ORD-0054,CUST-4565,Hand_Sanitizer,Body_Care,South,Summer_Sale,Wholesale,Returning,593,0.0738648126854956,0.8372461594084099,0.14029623724495344,3,3,0.8048406144305831,3.0780078736190806,2528,785,107,1330.378606136806,4944.236180790978,-3613.8575746541724
2025-07-31 15:31:54.919705,ORD-0055,CUST-5779,Shampoo,Hair_Care,North,Hygiene_Awareness,Retail_Store,New,3726,0.06490069821764344,0.9175702378202404,0.23348826366553765,1,13,0.807646102830877,1.9983995738986207,919,325,476,5869.662256829184,1568.4798615170516,4301.182395312133
2025-07-28 15:31:54.919705,ORD-0056,CUST-2825,Shampoo,Hygiene,North,Hygiene_Awareness,Wholesale,New,3865,0.1169506515098107,0.8869708581443677,0.21164973970765721,4,4,0.7841622070871084,2.5664143680350704,2665,554,214,1381.920505887086,4086.793559891429,-2704.8730540043434
2025-01-20 15:31:54.919705,ORD-0057,CUST-1166,Dish_Soap,Hygiene,West,New_Product_Launch,Retail_Store,VIP,4404,0.19899301581593293,0.7077348801778433,0.24577412993561676,1,5,0.926182257734359,1.9641632738226122,2770,918,344,6380.031816423613,4573.1018853691585,1806.9299310544548
2024-12-13 15:31:54.919705,ORD-0058,CUST-9473,Soap,Hair_Care,South,Hygiene_Awareness,Online,Returning,3584,0.13484234179201562,0.9364391809773802,0.12220967650065362,2,17,0.789506567514096,1.3991187610578026,1929,345,269,1609.5936422518773,2411.6959725649417,-802.1023303130644
2024-09-22 15:31:54.919705,ORD-0059,CUST-1824,Dish_Soap,Hygiene,North,New_Product_Launch,Retail_Store,VIP,760,0.13698731893286326,0.9454947775572222,0.1543149190083961,2,6,0.840719632647142,4.29208673502554,2926,781,794,10481.896944258979,6278.119740054946,4203.777204204032
2024-11-06 15:31:54.919705,ORD-0060,CUST-5941,Dish_Soap,Body_Care,East,Summer_Sale,Online,New,4454,0.11800991130351048,0.7405829177781325,0.18832592048025631,3,12,0.820006549038527,3.423131023074144,2252,204,234,4602.108998408152,2950.3187287071255,1651.7902697010263
2025-07-16 15:31:54.919705,ORD-0061,CUST-6382,Dish_Soap,Hygiene,East,Summer_Sale,Online,VIP,721,0.17176127606706615,0.8251716912914878,0.13611034030775626,4,14,0.7874014989369401,2.1936531980968064,2793,389,86,1348.4225520678988,3646.3310940596575,-2297.9085419917587
2025-08-07 15:31:54.919705,ORD-0062,CUST-3500,Shampoo,Hygiene,East,Summer_Sale,Retail_Store,Returning,3712,0.16996807685933643,0.8901319387669607,0.08028780585027873,4,17,0.7939488346927456,4.788974261142805,2658,436,447,5636.373868542172,4745.992777858262,890.3810906839099
2025-06-16 15:31:54.919705,ORD-0063,CUST-6520,Soap,Hair_Care,South,New_Product_Launch,Wholesale,New,4845,0.1867464637461243,0.7503765941130093,0.07685020772851092,4,10,0.9395712619327994,2.8078751843844367,3808,196,831,4807.030249799378,4358.343536139349,448.68671366002854
2025-04-09 15:31:54.919705,ORD-0064,CUST-4462,Shampoo,Hair_Care,West,Hygiene_Awareness,Retail_Store,VIP,1627,0.19656735567756445,0.8685894039592645,0.23949545665862115,2,9,0.9148339412571925,3.4950684595677166,4640,456,177,1442.472912047522,6233.751217562879,-4791.278305515357
2025-04-27 15:31:54.919705,ORD-0065,CUST-3722,Hand_Sanitizer,Hair_Care,South,New_Product_Launch,Online,VIP,4551,0.15679545476357476,0.8478139563351899,0.19662202457253342,3,14,0.9026441548770362,1.1055867090437719,2885,780,293,2598.1659719005775,3747.357633054142,-1149.1916611535644
2025-06-23 15:31:54.919705,ORD-0066,CUST-7437,Soap,Hygiene,West,New_Product_Launch,Online,New,1606,0.12425507738140305,0.7295992068320946,0.09508249344016384,3,14,0.9349541110085335,2.5096024463940525,3648,207,597,7255.5301620249,4167.487706403569,3088.042455621331
2025-02-22 15:31:54.919705,ORD-0067,CUST-7116,Dish_Soap,Hair_Care,West,New_Product_Launch,Wholesale,Returning,1347,0.1540275630750229,0.9109621136368209,0.1481772684999384,3,14,0.7893859877145015,3.0712649422170797,3225,853,256,2735.6205380440797,5844.788995711169,-3109.1684576670896
2025-01-21 15:31:54.919705,ORD-0068,CUST-4354,Dish_Soap,Hair_Care,East,New_Product_Launch,Wholesale,New,4563,0.13695176366518663,0.9366827175003445,0.1860477753618871,2,13,0.7573536162303708,4.983412353385156,991,848,450,4302.359377715888,5216.9336756706125,-914.5742979547249
2024-11-09 15:31:54.919705,ORD-0069,CUST-1096,Hand_Sanitizer,Hygiene,West,Summer_Sale,Retail_Store,Returning,938,0.06830811166981973,0.8539927207661954,0.08601201980028306,1,10,0.8116092347350432,3.6217573205044995,825,531,442,3135.3075322098243,2748.153137187889,387.1543950219352
2024-12-03 15:31:54.919705,ORD-0070,CUST-5290,Hand_Sanitizer,Hygiene,East,Summer_Sale,Online,Returning,4292,0.15827420276432894,0.820288397926074,0.05271929300629408,1,14,0.7904237382741094,2.5568598180712057,4095,233,692,8938.700966243807,4690.748337610591,4247.952628633216
2025-08-08 15:31:54.919705,ORD-0071,CUST-2650,Hand_Sanitizer,Hygiene,North,Hygiene_Awareness,Wholesale,Returning,3990,0.05188997855804738,0.7273887124483432,0.13098736908489117,1,18,0.777384210113617,3.384790165809922,2968,556,558,9270.599025845817,4849.943332190316,4420.655693655501
2025-02-21 15:31:54.919705,ORD-0072,CUST-9086,Hand_Sanitizer,Body_Care,East,Hygiene_Awareness,Wholesale,Returning,4585,0.07862637213714599,0.800181396067543,0.10314334622242893,3,2,0.9271491161741191,1.0136534129049806,553,472,868,14299.55400886023,1031.4444108911507,13268.10959796908
2025-06-04 15:31:54.919705,ORD-0073,CUST-2256,Shampoo,Body_Care,North,Summer_Sale,Wholesale,Returning,1935,0.07495528959499316,0.9236325669071763,0.21867106232407274,4,15,0.9431829365781639,1.6770761380296513,2873,238,233,1779.6256162382408,3272.144120851057,-1492.518504612816
2025-03-20 15:31:54.919705,ORD-0074,CUST-5350,Dish_Soap,Body_Care,West,Hygiene_Awareness,Wholesale,VIP,1184,0.17671181253629542,0.9442684211797735,0.1378791422572223,2,4,0.8782379946531222,3.637691140627305,652,401,417,3418.53079889958,2110.7141473915494,1307.8166515080306
2024-12-07 15:31:54.919705,ORD-0075,CUST-7286,Soap,Hygiene,North,Summer_Sale,Online,VIP,4368,0.19748497398028164,0.8527193334440204,0.19919334914790787,3,13,0.8044131700073344,2.2089001999142033,514,787,881,13717.766518811704,2252.404457332478,11465.362061479227
2025-07-28 15:31:54.919705,ORD-0076,CUST-2480,Hand_Sanitizer,Hygiene,East,Hygiene_Awareness,Online,New,1884,0.13738900483625105,0.9482672394298155,0.18541371994023204,3,2,0.9079640490441412,2.7141522723856117,652,904,558,10237.18135637798,3105.593654236593,7131.587702141387
2025-06-04 15:31:54.919705,ORD-0077,CUST-3302,Soap,Body_Care,West,Summer_Sale,Retail_Store,VIP,1678,0.06464045751416302,0.8201181570525624,0.2384153990561183,2,6,0.901151071571744,3.6978743549066997,4010,341,459,4415.646860482577,5270.975155023185,-855.3282945406081
2024-11-14 15:31:54.919705,ORD-0078,CUST-9760,Shampoo,Hygiene,East,Summer_Sale,Online,Returning,1495,0.1293848956121319,0.8563957546255963,0.0883954081394085,3,14,0.9398983078021371,2.2410493823990816,1313,160,416,2325.0186953051725,1671.567901183853,653.4507941213194
2025-03-01 15:31:54.919705,ORD-0079,CUST-1463,Shampoo,Hygiene,South,New_Product_Launch,Online,New,1555,0.1514933411211517,0.8389628560811133,0.15383127952892373,3,11,0.9063604342051155,1.1796220179130454,2383,356,898,16854.472643081757,2802.9454383770444,14051.527204704713
2024-10-26 15:31:54.919705,ORD-0080,CUST-6663,Shampoo,Hair_Care,West,New_Product_Launch,Retail_Store,VIP,3054,0.11405434024679215,0.9321975987470967,0.09408484156779551,1,15,0.9386220751506598,1.471764781120719,1614,309,897,15617.234632947646,2068.7753173663023,13548.459315581344
2025-06-24 15:31:54.919705,ORD-0081,CUST-2872,Shampoo,Hygiene,East,New_Product_Launch,Wholesale,VIP,3334,0.12048362148185054,0.7193331138002583,0.25080433722993,2,10,0.8618345152504032,1.6804392505040209,808,626,381,2306.6019324698873,1859.954970815517,446.6469616543702
2024-11-18 15:31:54.919705,ORD-0082,CUST-5841,Shampoo,Body_Care,East,Hygiene_Awareness,Wholesale,Returning,2891,0.18150250566893722,0.8843691622929002,0.14577622279399893,3,3,0.8326993774348026,4.713030308597052,3974,237,166,1788.0297049489407,5090.988183137501,-3302.9584781885605
2024-08-20 15:31:54.919705,ORD-0083,CUST-2384,Shampoo,Hygiene,South,Summer_Sale,Wholesale,Returning,3632,0.12235723218086458,0.9308099437968571,0.15381950234419128,2,6,0.8221367430602612,2.288704586984281,2519,434,51,877.1052152321809,3512.2977907511777,-2635.192575518997
2025-01-22 15:31:54.919705,ORD-0084,CUST-8044,Shampoo,Hygiene,South,Hygiene_Awareness,Wholesale,Returning,863,0.19269261523843856,0.8855052266783773,0.13317766962599908,2,17,0.8280482127796649,2.0058852908632088,2431,374,104,1797.2871554214798,3181.20109878284,-1383.91394336136
2025-04-24 15:31:54.919705,ORD-0085,CUST-9322,Hand_Sanitizer,Hygiene,East,New_Product_Launch,Wholesale,VIP,2982,0.08333139728268138,0.7981282804241479,0.0724075019777326,4,9,0.7641388986475537,1.7955538409291059,2571,800,229,2867.2354369715804,4007.4430727432846,-1140.2076357717042
2024-09-08 15:31:54.919705,ORD-0086,CUST-7969,Soap,Body_Care,West,New_Product_Launch,Online,VIP,4149,0.0766616270346289,0.7621178905693579,0.058347348988402103,2,18,0.8424083087787285,4.162238423227662,827,698,228,1328.573288511269,3732.242419412908,-2403.6691309016387
2025-05-28 15:31:54.919705,ORD-0087,CUST-3058,Shampoo,Body_Care,East,New_Product_Launch,Wholesale,VIP,3804,0.15292929271241257,0.7059605331904639,0.1064814072312058,4,17,0.7520862426678496,3.018398074216552,4932,933,797,14329.295481697893,7748.165403244043,6581.13007845385
2025-02-17 15:31:54.919705,ORD-0088,CUST-9441,Soap,Hygiene,West,New_Product_Launch,Retail_Store,Returning,1053,0.1731299276121687,0.8155633266216584,0.2479905703430788,4,7,0.9166211176490984,1.8105308127179094,1107,693,824,11123.829867984838,2361.6978532135113,8762.132014771327
2024-11-24 15:31:54.919705,ORD-0089,CUST-2629,Soap,Body_Care,East,Hygiene_Awareness,Online,New,3262,0.05421727380778057,0.7406451074644629,0.13727262946829433,2,13,0.8865533498465952,3.366741983905463,4502,922,352,3656.907933781444,7606.136109160837,-3949.2281753793927
2024-09-15 15:31:54.919705,ORD-0090,CUST-9957,Hand_Sanitizer,Hygiene,South,Summer_Sale,Wholesale,New,1346,0.11640337904207594,0.9489761479047721,0.2518100330829648,4,19,0.7739680891349798,1.7592777749917445,3378,194,368,5884.56885289052,3719.2998883483983,2165.268964542122
2024-10-23 15:31:54.919705,ORD-0091,CUST-7618,Soap,Hygiene,North,Summer_Sale,Wholesale,Returning,3842,0.15387185309414592,0.8382672015888759,0.2676641855573896,4,12,0.7514317997700186,1.7511890192252202,911,307,257,3719.492744049303,1448.6150289021425,2270.8777151471604
2024-10-13 15:31:54.919705,ORD-0092,CUST-5055,Shampoo,Body_Care,North,Summer_Sale,Retail_Store,Returning,1161,0.05842839525014023,0.9095452844370813,0.11877763921058315,3,3,0.8960588953056751,4.268133902019053,2359,820,490,5572.277226920731,5858.869799655624,-286.5925727348931
2024-11-17 15:31:54.919705,ORD-0093,CUST-9350,Hand_Sanitizer,Hair_Care,South,New_Product_Launch,Wholesale,VIP,1999,0.14712681646073766,0.741842109789614,0.173019727552854,2,19,0.8086052703223798,3.8437363149371953,2941,314,287,3883.0125168102686,4147.933202890279,-264.92068608001046
