Date,Week_Index,Product_ID,Product_Name,Category,Region,Channel,Production_Line,Campaign,Produced_Units,Good_Units,Sales_Units,Returned_Units,Price_per_Unit,Cost_per_Unit,Raw_Material_Cost,COGS,Marketing_Spend,Logistics_Cost,Other_Expenses,Revenue,Profit,Profit_Margin,Lead_Time_days,Downtime_hours,Efficiency_u_per_h,Defect_Rate,Returns_Rate,Inventory,Backorder,Acquisition,Retention_Rate,NPS,Employee_Satisfaction,On_Promo,Promo_Discount
2022-05-02,17,P001,FRA_SKU_01,Fragrance,East,Wholesale,LineB,None,636,628,548,10,24.41,9.19,196.52,5864.49,1686.88,582.85,1059.55,13376.68,4182.91,0.3127,7,3.89,24.14,0.0118,0.0194,2683,0,32,0.6326,28.9,7.54,False,0.0
2022-05-09,18,P001,FRA_SKU_01,Fragrance,Central,Retail,LineA,None,1038,1005,805,16,24.85,8.34,353.96,8692.32,390.58,789.69,575.75,20004.25,9555.91,0.4777,7,5.39,41.76,0.0314,0.0205,1676,0,43,0.7303,35.7,7.42,False,0.0
2022-05-16,19,P001,FRA_SKU_01,Fragrance,North,E-commerce,LineA,None,766,766,699,18,23.65,8.96,191.5,6882.51,3350.95,674.3,1043.39,16531.35,4580.2,0.2771,6,6.86,32.77,0.0,0.0271,3585,0,33,0.8058,34.1,6.61,False,0.0
2022-05-23,20,P001,FRA_SKU_01,Fragrance,East,Retail,LineA,None,769,750,602,13,22.87,9.32,197.63,7186.84,2015.43,353.63,1032.61,13767.74,3179.23,0.2309,7,7.88,34.4,0.024,0.023,3266,0,34,0.6985,50.4,6.43,False,0.0
2022-05-30,21,P001,FRA_SKU_01,Fragrance,East,E-commerce,LineB,None,727,705,653,12,22.22,8.3,132.31,6047.33,3373.1,926.5,971.37,14509.66,3191.36,0.2199,11,6.19,30.23,0.0292,0.0192,4458,0,49,0.6696,31.2,5.91,False,0.0
2022-06-06,22,P001,FRA_SKU_01,Fragrance,West,Retail,LineC,SummerSale,805,771,668,9,22.59,8.49,289.8,6863.43,2950.64,1138.91,675.93,15090.12,3461.21,0.2294,9,10.15,40.07,0.0415,0.0137,2989,0,27,0.6649,22.5,6.67,False,0.0
2022-06-13,23,P001,FRA_SKU_01,Fragrance,South,E-commerce,LineB,None,767,762,786,5,23.19,8.29,181.78,6376.61,1266.78,1022.61,660.56,18227.34,8900.78,0.4883,8,6.63,32.49,0.0059,0.0068,3479,12,57,0.7894,42.4,9.41,False,0.0
2022-06-20,24,P001,FRA_SKU_01,Fragrance,North,E-commerce,LineC,None,656,655,674,12,23.85,9.47,119.39,6224.26,1176.4,783.02,367.94,16074.9,7523.28,0.468,7,5.04,26.03,0.0009,0.019,2410,9,54,0.729,55.3,7.83,False,0.0
2022-06-27,25,P001,FRA_SKU_01,Fragrance,East,Retail,LineA,None,595,577,568,13,23.91,8.6,136.25,5130.63,1234.12,952.09,1012.85,13580.88,5251.19,0.3867,2,4.23,22.87,0.03,0.0246,2428,0,42,0.6917,3.0,7.98,False,0.0
2022-07-04,26,P001,FRA_SKU_01,Fragrance,West,E-commerce,LineC,SummerSale,898,892,815,12,22.68,8.28,336.75,7469.11,1112.06,1175.43,450.72,18484.2,8276.88,0.4478,9,3.48,33.56,0.0065,0.0152,4563,0,55,0.7013,43.9,7.38,False,0.0
2022-07-11,27,P001,FRA_SKU_01,Fragrance,East,Retail,LineA,None,597,576,545,8,21.94,8.59,130.15,5141.24,3642.32,871.12,916.52,11957.3,1386.1,0.1159,6,3.57,22.38,0.0349,0.0157,3110,0,25,0.7262,41.0,5.78,False,0.0
2022-07-18,28,P001,FRA_SKU_01,Fragrance,North,Wholesale,LineC,SummerSale,623,608,597,4,24.82,9.01,170.08,5630.24,1129.08,949.51,662.78,14817.54,6445.93,0.435,3,4.26,23.98,0.0233,0.007,2613,0,23,0.7458,11.8,6.84,False,0.0
2022-07-25,29,P001,FRA_SKU_01,Fragrance,North,Wholesale,LineA,HolidayPush,796,771,631,0,22.12,9.46,174.32,7547.59,3206.56,574.24,960.89,13957.72,1668.44,0.1195,6,3.32,29.57,0.0308,0.0015,1560,0,30,0.6204,35.8,7.29,False,0.0
2022-08-01,30,P001,FRA_SKU_01,Fragrance,Central,Retail,LineC,None,780,768,742,14,20.37,8.28,232.44,6481.64,2620.73,1158.1,300.36,15114.54,4553.71,0.3013,11,10.82,40.16,0.0152,0.019,2550,0,45,0.5993,21.2,7.34,True,0.18
2022-08-08,31,P001,FRA_SKU_01,Fragrance,East,Wholesale,LineC,SummerSale,603,590,501,7,24.46,9.2,238.19,5571.42,1403.31,265.35,763.04,12254.46,4251.34,0.3469,2,9.95,29.72,0.02,0.0159,4268,0,18,0.6894,12.0,6.91,False,0.0
2022-08-15,32,P001,FRA_SKU_01,Fragrance,North,E-commerce,LineC,None,618,589,564,3,23.94,8.93,176.75,5536.41,1245.85,953.39,642.47,13502.16,5124.04,0.3795,4,5.5,24.98,0.0468,0.0059,1769,0,49,0.5939,33.6,7.01,False,0.0
2022-08-22,33,P001,FRA_SKU_01,Fragrance,North,Wholesale,LineB,HolidayPush,766,739,693,10,24.47,9.27,275.76,7128.4,2792.69,975.24,328.8,16957.71,5732.58,0.3381,8,3.34,28.48,0.0351,0.0152,3068,0,48,0.6289,23.3,7.4,False,0.0
2022-08-29,34,P001,FRA_SKU_01,Fragrance,South,E-commerce,LineA,SummerSale,637,619,726,7,17.86,8.93,136.95,5702.11,5445.22,923.03,1036.82,12966.36,-140.82,-0.0109,7,5.26,25.5,0.0275,0.0107,2758,46,58,0.6564,50.1,7.44,True,0.2
2022-09-05,35,P001,FRA_SKU_01,Fragrance,East,Retail,LineC,None,544,543,527,10,23.41,9.1,112.06,4961.61,661.17,550.99,995.84,12337.07,5167.46,0.4189,1,4.97,21.53,0.0012,0.0199,3510,0,44,0.6913,23.0,6.56,False,0.0
2022-09-12,36,P001,FRA_SKU_01,Fragrance,Central,E-commerce,LineA,None,803,799,750,2,23.16,9.39,154.98,7555.67,1027.7,1304.16,891.08,17370.0,6591.39,0.3795,10,4.43,31.11,0.0039,0.0036,2513,0,30,0.6081,41.0,8.03,False,0.0
2022-09-19,37,P001,FRA_SKU_01,Fragrance,South,Retail,LineC,None,885,866,697,10,22.68,9.17,224.79,8137.93,2133.41,398.55,774.4,15807.96,4363.67,0.276,5,9.47,42.6,0.0209,0.0146,5129,0,51,0.6018,36.7,7.54,False,0.0
2022-09-26,38,P001,FRA_SKU_01,Fragrance,West,E-commerce,LineC,HolidayPush,741,715,785,14,24.33,9.18,253.42,6827.72,1834.11,1305.99,1051.75,19099.05,8079.48,0.423,6,5.86,30.39,0.0342,0.0181,2608,38,38,0.7792,16.1,6.89,False,0.0
2022-10-03,39,P001,FRA_SKU_01,Fragrance,Central,E-commerce,LineC,None,792,792,834,0,22.23,8.69,200.38,6902.52,1461.27,728.78,1047.61,18539.82,8399.64,0.4531,3,5.26,31.71,0.0,0.0,3346,20,30,0.6569,9.6,7.45,False,0.0
2022-10-10,40,P001,FRA_SKU_01,Fragrance,North,Retail,LineC,None,704,692,554,11,23.89,8.34,200.64,5891.42,2721.71,566.44,380.52,13235.06,3674.97,0.2777,10,4.3,27.14,0.0167,0.0204,1293,0,46,0.6788,27.3,6.93,False,0.0
2022-10-17,41,P001,FRA_SKU_01,Fragrance,South,Retail,LineC,SummerSale,676,667,547,13,23.43,8.78,211.59,5956.44,1455.78,950.57,791.57,12816.21,3661.85,0.2857,11,1.33,23.39,0.0133,0.0245,2891,0,29,0.753,45.2,5.39,False,0.0
2022-10-24,42,P001,FRA_SKU_01,Fragrance,North,E-commerce,LineA,None,710,690,619,4,22.16,9.4,129.22,6686.92,2184.54,293.56,885.74,13717.04,3666.28,0.2673,5,7.91,31.8,0.0268,0.0065,4983,0,21,0.7424,46.7,6.76,False,0.0
2022-10-31,43,P001,FRA_SKU_01,Fragrance,North,E-commerce,LineA,None,803,799,843,2,23.07,9.15,158.19,7363.27,981.45,627.79,1156.06,19448.01,9319.44,0.4792,6,6.95,34.48,0.004,0.0033,2363,23,54,0.7959,50.2,6.87,False,0.0
2022-11-07,44,P001,FRA_SKU_01,Fragrance,South,E-commerce,LineC,NewLaunch,797,789,701,7,23.93,8.52,278.15,6818.26,3749.07,1027.21,915.6,16774.93,4264.79,0.2542,14,2.88,29.13,0.0098,0.0102,2313,0,62,0.8116,45.5,6.67,False,0.0
2022-11-14,45,P001,FRA_SKU_01,Fragrance,West,E-commerce,LineB,None,883,873,811,12,24.79,8.99,283.44,7966.51,2280.87,469.78,995.48,20104.69,8392.05,0.4174,4,2.54,31.88,0.0104,0.0153,3025,0,51,0.6028,23.1,6.88,False,0.0
2022-11-21,46,P001,FRA_SKU_01,Fragrance,West,E-commerce,LineB,None,737,727,793,13,19.59,8.37,168.04,6185.49,4029.23,978.24,735.05,15534.87,3606.86,0.2322,6,5.33,29.58,0.0134,0.0167,1903,31,25,0.5888,31.9,8.07,True,0.19
2022-11-28,47,P001,FRA_SKU_01,Fragrance,South,E-commerce,LineB,None,880,870,849,26,23.51,8.56,263.12,7559.11,1060.95,479.18,281.07,19959.99,10579.68,0.53,10,6.53,37.12,0.0112,0.0314,1848,0,47,0.6352,45.3,7.03,False,0.0
2022-12-05,48,P001,FRA_SKU_01,Fragrance,East,Wholesale,LineA,None,1123,1123,907,19,22.78,9.18,306.58,10339.8,943.55,1492.03,546.1,20661.46,7339.98,0.3552,7,5.08,44.63,0.0,0.0217,3157,0,54,0.6565,45.6,6.73,False,0.0
2022-12-12,49,P001,FRA_SKU_01,Fragrance,North,Wholesale,LineC,NewLaunch,976,948,789,5,24.76,9.17,203.01,8970.22,2850.24,1051.37,457.58,19535.64,6206.23,0.3177,8,4.56,38.0,0.0281,0.0072,2854,0,35,0.7851,25.0,8.06,False,0.0
2022-12-19,50,P001,FRA_SKU_01,Fragrance,Central,E-commerce,LineC,SummerSale,1101,1061,1018,10,23.77,8.81,270.85,9726.89,2939.65,541.83,524.8,24197.86,10464.69,0.4325,5,7.36,48.12,0.036,0.0101,2275,0,57,0.6535,25.8,5.86,False,0.0
2022-12-26,51,P001,FRA_SKU_01,Fragrance,Central,E-commerce,LineB,SummerSale,950,949,1050,11,22.54,9.34,223.25,8895.33,1920.49,660.06,315.18,23667.0,11875.94,0.5018,10,4.68,37.16,0.0006,0.0114,2741,58,34,0.5702,33.0,7.33,False,0.0
2023-01-02,52,P001,FRA_SKU_01,Fragrance,West,Wholesale,LineC,NewLaunch,560,546,464,2,23.23,9.29,141.12,5216.51,2632.75,510.42,1154.06,10778.72,1264.98,0.1174,6,4.42,21.69,0.024,0.0059,1868,0,24,0.7143,19.5,8.53,False,0.0
2023-01-09,53,P001,FRA_SKU_01,Fragrance,East,Retail,LineA,None,729,707,697,11,24.25,9.29,131.95,6785.6,2297.6,1074.18,316.34,16902.25,6428.53,0.3803,12,3.37,27.13,0.0297,0.0163,1903,0,28,0.793,22.5,6.5,False,0.0
2023-01-16,54,P001,FRA_SKU_01,Fragrance,West,Retail,LineA,HolidayPush,734,725,612,11,22.75,9.44,182.03,6947.16,3038.51,975.32,1147.1,13923.0,1814.91,0.1304,2,11.41,38.98,0.0118,0.018,3657,0,33,0.7807,13.7,7.94,False,0.0
2023-01-23,55,P001,FRA_SKU_01,Fragrance,South,E-commerce,LineB,None,773,744,826,12,22.84,8.95,265.91,6944.94,1756.7,1418.63,915.89,18865.84,7829.68,0.415,5,7.88,34.57,0.0364,0.0151,2101,45,42,0.6676,-1.9,6.6,False,0.0
2023-01-30,56,P001,FRA_SKU_01,Fragrance,East,E-commerce,LineB,None,749,733,776,1,22.61,8.31,180.51,6242.24,2750.23,1377.75,406.41,17545.36,6768.73,0.3858,4,5.88,30.75,0.0207,0.0024,2935,18,39,0.6379,12.5,4.62,False,0.0
2023-02-06,57,P001,FRA_SKU_01,Fragrance,North,E-commerce,LineC,None,690,681,743,8,22.57,8.35,194.58,5780.96,3391.7,1030.22,685.97,16769.51,5880.66,0.3507,6,2.91,25.24,0.0119,0.0121,3058,32,43,0.683,32.5,7.1,False,0.0
2023-02-13,58,P001,FRA_SKU_01,Fragrance,South,E-commerce,LineC,None,576,565,578,12,22.55,9.14,158.4,5280.48,2832.71,655.57,707.88,13033.9,3557.26,0.2729,6,10.85,29.7,0.0179,0.0219,2409,9,23,0.7842,21.0,7.97,False,0.0
2023-02-20,59,P001,FRA_SKU_01,Fragrance,Central,Retail,LineC,None,696,686,559,2,23.86,9.06,244.99,6330.26,2903.52,936.4,406.95,13337.74,2760.61,0.207,4,5.66,28.31,0.0137,0.0038,3711,0,34,0.5842,3.7,7.84,False,0.0
2023-02-27,60,P001,FRA_SKU_01,Fragrance,East,E-commerce,LineC,None,891,891,931,15,22.99,8.74,228.1,7810.15,3056.71,1522.18,848.73,21403.69,8165.92,0.3815,6,8.14,40.32,0.0,0.0165,3788,18,32,0.692,27.1,6.88,False,0.0
2023-03-06,61,P001,FRA_SKU_01,Fragrance,West,E-commerce,LineB,None,898,898,903,11,24.23,8.5,287.36,7661.74,2608.12,1222.36,612.22,21879.69,9775.25,0.4468,3,4.72,35.19,0.0,0.0133,3291,2,37,0.6595,33.5,8.69,False,0.0
2023-03-13,62,P001,FRA_SKU_01,Fragrance,East,Retail,LineB,None,700,673,690,10,14.91,8.4,175.0,5897.5,2376.36,253.25,950.83,10287.9,809.96,0.0787,6,8.31,31.91,0.0384,0.0159,3846,9,38,0.755,38.7,6.32,True,0.33
2023-03-20,63,P001,FRA_SKU_01,Fragrance,West,Wholesale,LineB,None,658,641,594,22,24.73,8.64,217.8,5706.9,1176.41,922.7,1030.61,14689.62,5853.0,0.3984,8,6.45,27.66,0.0247,0.0373,3569,0,23,0.7556,35.3,6.61,False,0.0
2023-03-27,64,P001,FRA_SKU_01,Fragrance,South,Retail,LineC,None,804,784,642,19,22.55,9.44,192.96,7609.06,1686.68,1036.51,1182.77,14477.1,2962.08,0.2046,7,3.69,30.29,0.0247,0.0311,2494,0,34,0.6818,35.3,8.89,False,0.0
2023-04-03,65,P001,FRA_SKU_01,Fragrance,North,Wholesale,LineC,None,806,791,642,14,22.76,9.42,145.08,7607.03,614.26,713.81,1112.01,14611.92,4564.81,0.3124,5,5.55,32.64,0.0181,0.022,3156,0,40,0.7482,12.9,7.47,False,0.0
2023-04-10,66,P001,FRA_SKU_01,Fragrance,Central,E-commerce,LineA,None,617,597,639,7,24.06,9.02,159.19,5581.26,1153.81,398.72,937.83,15374.34,7302.72,0.475,1,4.19,23.69,0.0322,0.0119,2300,19,46,0.6341,-7.5,7.43,False,0.0
2023-04-17,67,P001,FRA_SKU_01,Fragrance,East,Retail,LineB,NewLaunch,781,762,895,31,17.83,9.25,259.29,7250.18,2767.49,387.16,1061.49,15957.85,4491.53,0.2815,2,9.8,38.21,0.0232,0.0354,2576,66,31,0.6875,11.4,7.81,True,0.28
2023-04-24,68,P001,FRA_SKU_01,Fragrance,West,E-commerce,LineA,HolidayPush,815,784,864,6,21.95,9.06,186.64,7402.56,2887.36,576.84,915.84,18964.8,7182.2,0.3787,3,8.29,37.12,0.037,0.0072,2994,46,27,0.734,16.9,6.16,False,0.0
2023-05-01,69,P001,FRA_SKU_01,Fragrance,East,E-commerce,LineC,None,888,862,753,8,23.93,8.7,162.5,7741.85,1398.58,607.86,1175.47,18019.29,7095.53,0.3938,1,9.19,42.18,0.0283,0.0109,4433,0,66,0.7917,22.5,7.87,False,0.0
2023-05-08,70,P001,FRA_SKU_01,Fragrance,North,E-commerce,LineB,None,878,861,959,28,22.01,8.28,197.55,7289.59,2235.55,1078.76,577.31,21107.59,9926.38,0.4703,5,9.43,42.2,0.0191,0.0294,3009,46,57,0.7375,16.7,7.63,False,0.0
2023-05-15,71,P001,FRA_SKU_01,Fragrance,East,Retail,LineB,None,663,654,569,9,24.67,9.02,167.74,5997.03,2985.8,1070.27,508.28,14037.23,3475.85,0.2476,5,5.84,27.17,0.0133,0.017,2750,0,17,0.771,21.6,7.19,False,0.0
2023-05-22,72,P001,FRA_SKU_01,Fragrance,West,E-commerce,LineA,None,815,789,809,0,21.98,8.66,311.33,7089.03,280.59,791.14,417.06,17781.82,9204.0,0.5176,9,7.16,35.31,0.0314,0.0,711,12,26,0.6812,30.3,7.2,False,0.0
2023-05-29,73,P001,FRA_SKU_01,Fragrance,Central,Retail,LineC,None,892,862,849,1,23.11,8.38,180.18,7492.98,3625.39,1088.52,1045.75,19620.39,6367.75,0.3245,5,6.33,37.31,0.0332,0.0016,3263,0,74,0.6728,29.7,8.07,False,0.0
2023-06-05,74,P001,FRA_SKU_01,Fragrance,East,Retail,LineA,None,761,727,680,5,18.04,8.86,208.51,6763.31,2584.15,759.41,1006.52,12267.2,1153.81,0.0941,10,6.85,32.54,0.0435,0.0086,3086,0,26,0.7258,35.0,8.49,True,0.19
2023-06-12,75,P001,FRA_SKU_01,Fragrance,East,E-commerce,LineB,None,696,693,613,10,23.19,8.73,215.06,6097.59,3736.28,572.86,608.45,14215.47,3200.29,0.2251,5,11.46,37.06,0.0038,0.0168,2117,0,25,0.5848,51.6,7.13,False,0.0
2023-06-19,76,P001,FRA_SKU_01,Fragrance,West,E-commerce,LineB,None,737,723,634,8,24.03,9.49,125.29,7006.66,2467.34,929.57,382.77,15235.02,4448.68,0.292,9,8.07,33.24,0.018,0.0138,2598,0,33,0.7384,10.1,8.79,False,0.0
2023-06-26,77,P001,FRA_SKU_01,Fragrance,East,Wholesale,LineB,None,829,825,817,20,24.67,8.48,228.8,7052.8,1610.27,1196.84,276.79,20155.39,10018.69,0.4971,8,4.73,32.49,0.0046,0.0245,1924,0,27,0.7689,37.0,6.95,False,0.0
2023-07-03,78,P001,FRA_SKU_01,Fragrance,West,E-commerce,LineC,None,808,779,699,7,24.41,9.22,173.72,7467.13,3789.05,646.04,456.53,17062.59,4703.84,0.2757,9,7.51,35.55,0.0349,0.0102,3016,0,27,0.6338,8.4,9.28,False,0.0
2023-07-10,79,P001,FRA_SKU_01,Fragrance,North,E-commerce,LineC,None,635,631,677,3,24.31,8.84,193.04,5632.7,2895.4,1265.57,232.49,16457.87,6431.71,0.3908,9,6.59,26.85,0.0053,0.005,2404,17,41,0.7783,55.5,6.37,False,0.0
2023-07-17,80,P001,FRA_SKU_01,Fragrance,West,E-commerce,LineA,SummerSale,798,770,744,10,24.16,8.94,239.4,7158.06,3980.54,439.84,1042.7,17975.04,5353.9,0.2979,3,5.32,32.02,0.0339,0.0145,1694,0,39,0.6483,44.0,7.19,False,0.0
2023-07-24,81,P001,FRA_SKU_01,Fragrance,North,E-commerce,LineA,HolidayPush,665,649,645,11,23.25,8.84,154.95,5894.09,3023.1,984.51,310.34,14996.25,4784.21,0.319,5,7.38,29.09,0.0229,0.0174,2566,0,54,0.6513,10.6,6.01,False,0.0
2023-07-31,82,P001,FRA_SKU_01,Fragrance,South,Wholesale,LineC,None,837,818,801,13,23.63,8.84,217.62,7420.84,2605.15,1168.92,868.4,18927.63,6864.32,0.3627,4,0.79,28.42,0.0227,0.0168,4023,0,44,0.6859,27.9,8.17,False,0.0
2023-08-07,83,P001,FRA_SKU_01,Fragrance,West,E-commerce,LineA,None,701,678,680,6,23.24,8.72,147.91,6127.51,763.57,329.39,517.72,15803.2,8065.01,0.5103,7,10.55,35.61,0.0321,0.0094,2609,2,29,0.6709,48.4,7.91,False,0.0
2023-08-14,84,P001,FRA_SKU_01,Fragrance,West,E-commerce,LineA,None,817,795,749,4,22.27,8.85,329.25,7263.38,1517.38,1043.76,324.41,16680.23,6531.3,0.3916,12,4.14,31.3,0.0267,0.0065,4319,0,46,0.757,24.8,7.67,False,0.0
2023-08-21,85,P001,FRA_SKU_01,Fragrance,East,E-commerce,LineA,HolidayPush,734,734,763,18,24.77,9.1,253.96,6704.8,3076.67,489.14,893.64,18899.51,7735.26,0.4093,3,4.78,28.83,0.0,0.0246,3301,15,36,0.6581,0.5,6.53,False,0.0
2023-08-28,86,P001,FRA_SKU_01,Fragrance,Central,Retail,LineB,None,862,846,975,20,16.75,8.45,299.98,7313.9,3908.29,551.39,1082.51,16331.25,3475.16,0.2128,4,3.51,32.25,0.0178,0.0208,2510,62,74,0.7366,26.2,6.8,True,0.3
2023-09-04,87,P001,FRA_SKU_01,Fragrance,West,Retail,LineB,None,802,772,832,26,20.26,8.94,172.43,7187.12,3576.27,1216.14,381.99,16856.32,4494.8,0.2667,10,7.71,35.59,0.0362,0.0322,3879,28,44,0.7291,40.0,7.04,True,0.15
2023-09-11,88,P001,FRA_SKU_01,Fragrance,East,E-commerce,LineB,SummerSale,863,840,847,15,23.56,8.39,202.8,7260.85,518.11,1158.16,510.05,19955.32,10508.15,0.5266,10,7.8,38.45,0.0261,0.0183,3016,5,48,0.7635,30.1,7.63,False,0.0
2023-09-18,89,P001,FRA_SKU_01,Fragrance,North,Retail,LineC,None,628,628,491,7,24.45,8.87,174.58,5587.82,2356.73,462.34,912.18,12004.95,2685.88,0.2237,5,6.08,26.0,0.0,0.0157,4595,0,30,0.6462,16.5,7.95,False,0.0
2023-09-25,90,P001,FRA_SKU_01,Fragrance,East,Retail,LineC,None,630,612,600,8,23.84,9.12,149.94,5760.59,3569.2,756.57,215.1,14304.0,4002.54,0.2798,9,2.73,22.9,0.0285,0.0149,3301,0,45,0.7808,33.7,8.0,False,0.0
2023-10-02,91,P001,FRA_SKU_01,Fragrance,East,E-commerce,LineB,NewLaunch,693,678,730,6,23.55,8.3,139.29,5765.83,1183.4,584.69,793.64,17191.5,8863.94,0.5156,3,6.62,29.33,0.0216,0.0096,2893,33,33,0.735,9.0,7.78,False,0.0
2023-10-09,92,P001,FRA_SKU_01,Fragrance,South,E-commerce,LineC,None,913,875,891,8,22.01,8.59,319.55,7874.62,284.27,1461.34,754.33,19610.91,9236.34,0.471,9,4.56,35.55,0.0413,0.01,2958,6,57,0.6095,1.5,7.75,False,0.0
2023-10-16,93,P001,FRA_SKU_01,Fragrance,East,E-commerce,LineC,NewLaunch,868,868,825,8,24.84,8.39,268.21,7309.34,2835.36,1615.27,398.25,20493.0,8334.78,0.4067,5,9.15,41.16,0.0,0.0104,3190,0,55,0.6925,43.7,7.24,False,0.0
2023-10-23,94,P001,FRA_SKU_01,Fragrance,East,E-commerce,LineB,None,849,831,816,18,23.15,9.39,292.06,8001.32,594.18,984.59,398.6,18890.4,8911.71,0.4718,4,6.58,35.88,0.0203,0.0221,2884,0,25,0.746,34.9,6.49,False,0.0
