Date,Week_Index,Product_ID,Product_Name,Category,Region,Channel,Campaign,Produced_Units,Good_Units,Sales_Units,Returned_Units,Price_per_Unit,Cost_per_Unit,Raw_Material_Cost,COGS,Marketing_Spend,Logistics_Cost,Other_Expenses,Revenue,Profit,Profit_Margin,Lead_Time_days,Downtime_hours,Efficiency_u_per_h,Defect_Rate,Returns_Rate,Inventory,Backorder,Acquisition,Retention_Rate,NPS,Employee_Satisfaction,On_Promo,Promo_Discount,Month,Quarter,Year,Weekly_Target,Target_Achieved,Rolling_4w_Sales,Rolling_13w_Sales,WoW_pct_Sales_Units,WoW_pct_Revenue,WoW_pct_Lead_Time_days,WoW_pct_Efficiency_u_per_h
2022-03-14,10,P001,MAK_SKU_01,Makeup,East,Wholesale,None,1735,1671,1474,16,22.83,10.16,666.24,17694.22,3097.27,2334.2,552.99,33651.42,9972.74,0.2964,5,4.62,67.71,0.0368,0.0115,4748,0,50,0.6698,38.7,6.36,False,0.0,2022-03-01,2022-01-01,2022,2208,0.6675724637678137,1757.0,1916.4545454545455,-0.21720658523632497,-0.11265274781257706,0.6666666666666667,-0.3241165901377522
2022-03-21,11,P001,MAK_SKU_01,Makeup,North,E-commerce,None,2328,2292,2067,33,21.01,10.75,824.11,25108.41,1333.33,1959.35,653.09,43427.67,14373.49,0.331,8,7.09,100.56,0.0152,0.0164,3324,0,124,0.7379,27.9,6.96,False,0.0,2022-03-01,2022-01-01,2022,2208,0.9361413043474021,1692.75,1929.0,0.4023066485753053,0.2905152293721929,0.6000000000000001,0.48515728843597716
2022-03-28,12,P001,MAK_SKU_01,Makeup,East,E-commerce,None,1744,1702,1624,33,21.31,10.35,563.31,18106.73,3068.23,1458.96,442.22,34607.44,11531.3,0.3332,10,2.83,63.64,0.0235,0.0205,1983,0,75,0.6632,12.6,7.79,False,0.0,2022-03-01,2022-01-01,2022,2208,0.7355072463764785,1762.0,1905.5384615384614,-0.2143202709240445,-0.2031016170105372,0.25,-0.36714399363564043
2022-04-04,13,P001,MAK_SKU_01,Makeup,South,E-commerce,NewLaunch,2324,2277,2140,38,21.31,10.63,813.4,24785.46,475.21,2771.14,920.36,45603.4,16651.23,0.3651,16,9.16,110.23,0.0201,0.0178,3306,0,144,0.6525,50.4,7.66,False,0.0,2022-04-01,2022-04-01,2022,2208,0.9692028985502857,1826.25,1923.2307692307693,0.31773399014778314,0.31773399014778314,0.6000000000000001,0.7320867379006915
2022-04-11,14,P001,MAK_SKU_01,Makeup,Central,E-commerce,None,1433,1411,1141,2,20.88,10.61,502.98,15254.43,1839.65,991.89,718.66,23824.08,5019.45,0.2107,5,6.78,61.08,0.0153,0.0024,3230,0,37,0.7176,15.7,6.16,False,0.0,2022-04-01,2022-04-01,2022,2208,0.5167572463765776,1743.0,1892.8461538461538,-0.4668224299065421,-0.4775810575527263,-0.6875,-0.44588587498866006
2022-04-18,15,P001,MAK_SKU_01,Makeup,South,Retail,None,2374,2347,2257,30,21.65,11.16,745.44,26568.38,1394.54,3644.42,243.42,48864.05,17013.29,0.3482,12,3.0,87.17,0.0113,0.0135,2702,0,73,0.6963,33.6,6.96,False,0.0,2022-04-01,2022-04-01,2022,2208,1.0221920289850444,1790.5,1875.076923076923,0.9780893952673093,1.051036178521899,1.4,0.4271447282252785
2022-04-25,16,P001,MAK_SKU_01,Makeup,East,Retail,None,2267,2189,2154,24,22.65,11.22,725.44,25508.28,3951.93,2172.03,855.92,48788.1,16299.94,0.3341,1,4.88,89.39,0.0341,0.0114,2644,0,75,0.646,15.0,6.0,False,0.0,2022-04-01,2022-04-01,2022,2208,0.9755434782604278,1923.0,1891.0,-0.04563579973416043,-0.0015543124239599804,-0.9166666666666666,0.025467477343122713
2022-05-02,17,P001,MAK_SKU_01,Makeup,South,Retail,HolidayPush,2307,2264,2222,27,22.02,9.91,666.72,22929.04,2349.32,3200.13,339.11,48928.44,20110.84,0.411,8,9.03,108.79,0.0186,0.0123,5062,0,67,0.6838,30.6,6.64,False,0.0,2022-05-01,2022-04-01,2022,2208,1.0063405797096892,1943.5,1908.4615384615386,0.03156917363045486,0.0028765211188794826,7.0,0.21702651303277776
2022-05-09,18,P001,MAK_SKU_01,Makeup,North,Retail,None,2206,2122,1838,34,20.95,9.95,840.49,22033.75,3941.01,1362.88,596.04,38506.1,10572.42,0.2746,10,0.08,73.14,0.0377,0.019,4680,0,155,0.7038,35.9,8.38,False,0.0,2022-05-01,2022-04-01,2022,2208,0.832427536231507,2117.75,1923.4615384615386,-0.1728172817281728,-0.21301190064510545,0.25,-0.32769556025369984
2022-05-16,19,P001,MAK_SKU_01,Makeup,West,E-commerce,SummerSale,1934,1861,1741,52,19.47,10.68,566.66,20711.79,5932.83,2513.6,422.16,33897.27,4316.89,0.1274,6,8.22,87.84,0.0374,0.0303,2800,0,141,0.6215,-10.7,6.98,True,0.14,2022-05-01,2022-04-01,2022,2208,0.7884963768112371,1988.75,1862.4615384615386,-0.05277475516866159,-0.11969090611617383,-0.4,0.20098441345365048
2022-05-23,20,P001,MAK_SKU_01,Makeup,South,Retail,SummerSale,1872,1815,1706,44,20.77,10.13,658.94,19029.25,3083.67,2459.21,305.34,35433.62,10556.15,0.2979,3,4.08,71.57,0.0303,0.0259,4843,0,144,0.6575,45.1,5.81,False,0.0,2022-05-01,2022-04-01,2022,2208,0.772644927535882,1876.75,1814.923076923077,-0.02010338885697871,0.045323708959453146,-0.5,-0.1852231329690347
2022-05-30,21,P001,MAK_SKU_01,Makeup,North,E-commerce,None,2164,2095,1956,4,21.38,10.7,833.14,23238.11,345.66,2207.59,1061.91,41819.28,14966.01,0.3579,7,3.09,79.71,0.0318,0.0024,4511,0,71,0.7039,22.1,7.46,False,0.0,2022-05-01,2022-04-01,2022,2208,0.8858695652169901,1810.25,1861.7692307692307,0.14654161781946073,0.1802147226278319,1.3333333333333335,0.11373480508592992
2022-06-06,22,P001,MAK_SKU_01,Makeup,South,Retail,SummerSale,2122,2122,2494,9,14.8,11.06,732.09,23542.53,5274.18,2721.76,568.67,36911.2,4804.06,0.1302,9,7.44,93.06,0.0,0.0039,3433,197,94,0.6245,36.1,6.92,True,0.3,2022-06-01,2022-04-01,2022,2208,1.1295289855067348,1974.25,1908.7692307692307,0.2750511247443763,-0.11736404835281722,0.2857142857142858,0.1674821226947687
2022-06-13,23,P001,MAK_SKU_01,Makeup,North,E-commerce,None,2744,2685,2345,60,21.5,10.55,801.25,29029.32,1895.74,3015.15,749.41,50417.5,15727.88,0.312,9,9.65,133.26,0.0212,0.0256,5199,0,134,0.6657,19.9,5.94,False,0.0,2022-06-01,2022-04-01,2022,2208,1.0620471014487944,2125.25,1975.7692307692307,-0.05974338412189251,0.36591332712022373,0.0,0.4319793681495807
2022-06-20,24,P001,MAK_SKU_01,Makeup,East,Retail,None,2963,2888,2721,31,23.11,10.94,1217.79,32537.0,1832.94,1727.35,443.28,62882.31,26341.74,0.4189,12,9.27,141.27,0.0252,0.0117,4824,0,143,0.7012,27.2,7.16,False,0.0,2022-06-01,2022-04-01,2022,2208,1.232336956521181,2379.0,2026.076923076923,0.16034115138592742,0.24723181435017594,0.33333333333333326,0.060108059432688155
2022-06-27,25,P001,MAK_SKU_01,Makeup,Central,E-commerce,None,1903,1829,1503,27,20.65,11.18,770.72,21352.61,2561.05,652.38,425.53,31036.95,6045.38,0.1948,7,3.22,70.42,0.0389,0.018,1702,0,69,0.6564,21.7,6.64,False,0.0,2022-06-01,2022-04-01,2022,2208,0.6807065217388222,2265.75,2016.7692307692307,-0.44762954796030874,-0.5064279604232096,-0.41666666666666663,-0.5015219084023501
2022-07-04,26,P001,MAK_SKU_01,Makeup,West,E-commerce,HolidayPush,2722,2652,2322,50,23.14,11.04,1020.75,30152.95,1953.79,1456.71,424.01,53731.08,19743.62,0.3675,8,5.96,112.09,0.0255,0.0217,3908,0,148,0.7463,0.1,7.57,False,0.0,2022-07-01,2022-07-01,2022,2208,1.0516304347821324,2222.75,2030.7692307692307,0.5449101796407185,0.7311971698249988,0.1428571428571428,0.5917353024708889
2022-07-11,27,P001,MAK_SKU_01,Makeup,South,Retail,None,2037,2021,1986,52,22.9,9.91,684.43,20255.11,985.78,1650.43,684.22,45479.4,21903.86,0.4816,4,5.91,83.72,0.0078,0.0266,3922,0,178,0.6958,35.4,5.91,False,0.0,2022-07-01,2022-07-01,2022,2208,0.899456521738723,2133.0,2095.769230769231,-0.14470284237726094,-0.15357368584439401,-0.5,-0.2531001873494514
2022-07-18,28,P001,MAK_SKU_01,Makeup,North,E-commerce,SummerSale,2606,2585,2091,7,21.41,10.71,959.01,28006.16,2726.27,1463.92,1142.99,44768.31,11428.97,0.2553,7,6.39,109.25,0.0078,0.0035,4121,0,119,0.8436,47.5,7.37,False,0.0,2022-07-01,2022-07-01,2022,2208,0.9470108695647885,1975.5,2083.0,0.052870090634441036,-0.015635430546577234,0.75,0.30494505494505497
2022-07-25,29,P001,MAK_SKU_01,Makeup,West,Wholesale,None,1805,1742,1463,26,20.57,10.8,626.33,19556.63,1129.71,1213.23,763.63,30093.91,7430.71,0.2469,8,9.14,85.54,0.0346,0.0182,2802,0,89,0.6527,36.2,8.3,False,0.0,2022-07-01,2022-07-01,2022,2208,0.6625905797098448,1965.5,2029.8461538461538,-0.30033476805356285,-0.32778543572451135,0.1428571428571428,-0.2170251716247139
2022-08-01,30,P001,MAK_SKU_01,Makeup,North,Retail,HolidayPush,2718,2620,2333,44,20.79,10.29,850.73,28053.29,3243.92,1646.78,811.47,48503.07,14747.61,0.3041,4,3.15,100.32,0.0359,0.0192,3509,0,208,0.7682,47.2,7.44,False,0.0,2022-08-01,2022-07-01,2022,2208,1.056612318840101,1968.25,2038.3846153846155,0.5946684894053316,0.6117237673668858,-0.5,0.172784662146364
2022-08-08,31,P001,MAK_SKU_01,Makeup,East,Retail,None,1550,1545,1280,6,22.75,10.29,602.95,16009.79,1207.37,804.97,1187.94,29120.0,9909.93,0.3403,6,7.46,68.05,0.0028,0.0048,3150,0,109,0.6764,24.2,6.06,False,0.0,2022-08-01,2022-07-01,2022,2208,0.5797101449272737,1791.75,1995.4615384615386,-0.4513501928846978,-0.3996256319445346,0.5,-0.32167065390749594
2022-08-15,32,P001,MAK_SKU_01,Makeup,Central,E-commerce,None,2595,2571,2299,0,22.74,10.56,962.75,27499.47,1919.53,3695.9,425.91,52279.26,18738.45,0.3584,4,10.19,129.46,0.009,0.0,2285,0,177,0.7369,24.2,8.34,False,0.0,2022-08-01,2022-07-01,2022,2208,1.0412137681154705,1843.75,2038.3846153846155,0.79609375,0.7953042582417582,-0.33333333333333337,0.9024246877296107
2022-08-22,33,P001,MAK_SKU_01,Makeup,West,Retail,None,2117,2105,1679,15,20.92,11.22,834.1,23836.15,1218.33,2125.91,281.2,35124.68,7663.09,0.2182,11,4.21,81.32,0.0054,0.009,3244,0,145,0.7321,-2.6,7.14,False,0.0,2022-08-01,2022-07-01,2022,2208,0.7604166666663222,1897.75,2036.3076923076924,-0.2696824706394084,-0.32813356577732744,1.75,-0.371852309593697
2022-08-29,34,P001,MAK_SKU_01,Makeup,North,Retail,None,2491,2384,2312,63,23.02,10.84,769.72,27079.41,1278.74,4070.39,648.6,53222.24,20145.1,0.3785,3,10.44,125.82,0.0428,0.0275,3802,0,190,0.7449,-3.9,9.0,False,0.0,2022-08-01,2022-07-01,2022,2208,1.047101449274888,1892.5,2063.6923076923076,0.3770101250744491,0.5152377188916739,-0.7272727272727273,0.5472208558780127
2022-09-05,35,P001,MAK_SKU_01,Makeup,South,E-commerce,SummerSale,2659,2553,2536,7,15.42,10.12,906.72,26999.75,412.61,1639.84,819.85,39105.12,9233.07,0.2361,5,8.92,124.75,0.0396,0.0028,3779,0,185,0.7478,28.5,6.25,True,0.3,2022-09-01,2022-07-01,2022,2208,1.148550724637161,2206.5,2066.923076923077,0.09688581314878886,-0.2652485126518538,0.6666666666666667,-0.008504212366873265
2022-09-12,36,P001,MAK_SKU_01,Makeup,Central,E-commerce,None,2223,2124,1816,18,20.92,9.89,666.9,22052.16,508.56,2687.76,583.67,37990.72,12158.57,0.32,4,7.93,99.65,0.0443,0.01,2707,0,75,0.7181,30.2,7.89,False,0.0,2022-09-01,2022-07-01,2022,2208,0.8224637681155695,2085.75,2026.2307692307693,-0.28391167192429023,-0.02849754712426411,-0.19999999999999996,-0.20120240480961915
2022-09-19,37,P001,MAK_SKU_01,Makeup,North,Wholesale,None,2436,2379,1863,5,21.07,10.05,781.96,24560.0,3051.77,2831.23,633.94,39253.41,8176.47,0.2083,1,1.0,83.32,0.0232,0.0031,3197,0,78,0.6334,43.5,6.26,False,0.0,2022-09-01,2022-07-01,2022,2208,0.8437499999996179,2131.75,1960.2307692307693,0.025881057268722474,0.03323680098718862,-0.75,-0.1638735574510789
2022-09-26,38,P001,MAK_SKU_01,Makeup,North,E-commerce,None,2286,2246,2277,63,20.23,10.29,740.66,23597.01,4871.83,2021.66,927.19,46063.71,14646.02,0.318,2,5.61,92.83,0.0175,0.0281,3890,9,189,0.7103,27.8,5.91,True,0.1,2022-09-01,2022-07-01,2022,2208,1.031249999999533,2123.0,2019.7692307692307,0.22222222222222232,0.17349575489110358,1.0,0.11413826212193956
2022-10-03,39,P001,MAK_SKU_01,Makeup,South,E-commerce,None,2072,1984,1739,27,21.76,10.44,669.26,21698.61,1737.68,1933.45,823.27,37840.64,11647.63,0.3078,1,4.83,81.56,0.042,0.0155,3136,0,106,0.7029,20.6,5.8,False,0.0,2022-10-01,2022-10-01,2022,2208,0.7875905797097882,1923.75,1974.923076923077,-0.23627580149319283,-0.17851514782461075,-0.5,-0.12140471830227295
2022-10-10,40,P001,MAK_SKU_01,Makeup,North,Retail,None,2873,2873,2678,8,23.12,10.32,1183.68,29767.73,1257.01,3296.43,514.26,61915.36,27079.93,0.4374,9,8.9,134.65,0.0,0.0033,3894,0,146,0.8305,39.3,7.81,False,0.0,2022-10-01,2022-10-01,2022,2208,1.2128623188400305,2139.25,2028.1538461538462,0.5399654974123058,0.636213341000575,8.0,0.6509318293281021
2022-10-17,41,P001,MAK_SKU_01,Makeup,West,Retail,HolidayPush,2926,2926,2691,32,21.34,10.97,877.8,32186.0,460.77,4352.09,906.27,57425.94,19520.81,0.3399,6,5.7,119.22,0.0,0.0121,4517,0,219,0.6275,8.2,8.57,False,0.0,2022-10-01,2022-10-01,2022,2208,1.218749999999448,2346.25,2074.3076923076924,0.004854368932038833,-0.07250898646151771,-0.33333333333333337,-0.11459339027107318
2022-10-24,42,P001,MAK_SKU_01,Makeup,North,Retail,SummerSale,2126,2121,2069,21,20.01,11.16,597.41,23785.9,1643.14,1198.29,730.83,41400.69,14042.53,0.3392,4,5.53,86.04,0.002,0.0103,3928,0,145,0.734,23.9,7.51,True,0.1,2022-10-01,2022-10-01,2022,2208,0.937047101448851,2294.25,2120.923076923077,-0.23114083983649203,-0.2790594285439646,-0.33333333333333337,-0.27830900855561147
2022-10-31,43,P001,MAK_SKU_01,Makeup,East,Retail,HolidayPush,2041,2025,1694,0,21.31,10.35,622.5,21186.6,1215.5,2885.07,223.15,36099.14,10588.82,0.2933,9,3.93,77.58,0.0074,0.0,2527,0,55,0.681,54.6,6.5,False,0.0,2022-10-01,2022-10-01,2022,2208,0.7672101449271888,2283.0,2071.769230769231,-0.18124697921701305,-0.1280546290412069,1.25,-0.09832635983263605
2022-11-07,44,P001,MAK_SKU_01,Makeup,Central,Retail,None,2383,2349,2127,22,20.56,11.18,729.2,26714.86,2094.57,2379.97,469.68,43731.12,12072.04,0.2761,3,8.1,107.66,0.014,0.0108,3115,0,129,0.6775,30.1,5.54,False,0.0,2022-11-01,2022-10-01,2022,2208,0.9633152173908681,2145.25,2136.923076923077,0.25560802833530105,0.2114172248978785,-0.6666666666666667,0.3877287960814644
2022-11-14,45,P001,MAK_SKU_01,Makeup,East,Retail,None,2778,2778,2368,62,19.95,10.95,1052.86,30524.39,5759.72,1422.14,335.62,47241.6,9199.73,0.1947,8,5.02,110.15,0.0,0.0263,3674,0,93,0.7911,49.2,6.42,True,0.09,2022-11-01,2022-10-01,2022,2208,1.0724637681154563,2064.5,2142.230769230769,0.11330512458862252,0.08027418460812341,1.6666666666666665,0.02312836708155319
2022-11-21,46,P001,MAK_SKU_01,Makeup,West,E-commerce,None,3146,3065,2675,15,22.84,9.95,906.05,31393.3,236.42,1286.5,211.51,61097.0,27969.27,0.4578,6,2.96,115.32,0.0257,0.0057,4551,0,155,0.7465,33.4,7.75,False,0.0,2022-11-01,2022-10-01,2022,2208,1.211503623187857,2216.0,2218.846153846154,0.12964527027027017,0.2932881189460137,-0.25,0.04693599636858825
2022-11-28,47,P001,MAK_SKU_01,Makeup,North,Retail,HolidayPush,2719,2648,2340,50,22.67,10.87,804.82,29636.01,1674.1,2842.47,508.44,53047.8,18386.78,0.3466,3,6.39,114.02,0.026,0.0215,5256,0,96,0.5742,39.1,6.49,False,0.0,2022-11-01,2022-10-01,2022,2208,1.0597826086951723,2377.5,2221.0,-0.12523364485981303,-0.13174460284465683,-0.5,-0.01127297953520634
2022-12-05,48,P001,MAK_SKU_01,Makeup,Central,E-commerce,None,2792,2763,2195,16,20.63,10.08,1102.84,28253.64,2044.67,2174.6,794.73,45282.85,12015.21,0.2653,8,1.29,96.46,0.0101,0.0077,2931,0,105,0.7435,21.4,6.37,False,0.0,2022-12-01,2022-10-01,2022,2208,0.9941123188401295,2394.5,2194.769230769231,-0.06196581196581197,-0.14637647555600808,1.6666666666666665,-0.15400806875986672
2022-12-12,49,P001,MAK_SKU_01,Makeup,North,E-commerce,NewLaunch,2638,2588,2284,30,20.62,10.44,973.42,27638.06,1154.77,1285.0,1188.69,47096.08,15829.56,0.3361,5,0.67,89.21,0.0186,0.0134,4334,0,199,0.748,32.8,7.06,False,0.0,2022-12-01,2022-10-01,2022,2208,1.034420289854604,2373.5,2230.769230769231,0.040546697038724266,0.04004231182445461,-0.375,-0.07516068836823553
2022-12-19,50,P001,MAK_SKU_01,Makeup,South,E-commerce,HolidayPush,2648,2609,2516,32,21.45,10.46,908.26,27788.91,1395.94,2166.3,918.65,53968.2,21698.4,0.4021,8,0.41,88.77,0.0146,0.0127,3449,0,203,0.6535,44.5,7.19,False,0.0,2022-12-01,2022-10-01,2022,2208,1.1394927536226724,2333.75,2281.0,0.10157618213660236,0.14591702748933666,0.6000000000000001,-0.004932182490752113
2022-12-26,51,P001,MAK_SKU_01,Makeup,East,E-commerce,HolidayPush,2558,2558,2468,37,20.97,10.39,915.76,26669.2,3245.9,2528.34,619.6,51753.96,18690.92,0.3611,1,2.63,92.66,0.0,0.0153,4810,0,87,0.6865,17.4,6.52,False,0.0,2022-12-01,2022-10-01,2022,2208,1.1177536231878995,2365.75,2295.6923076923076,-0.019077901430842648,-0.04102860573448808,-0.875,0.04382111073560879
2023-01-02,52,P001,MAK_SKU_01,Makeup,South,Retail,None,1908,1865,1463,19,22.61,10.58,583.85,20245.02,2699.65,848.83,534.85,33078.43,8750.08,0.2645,5,3.78,72.11,0.0225,0.0132,4154,0,87,0.6679,23.8,7.09,False,0.0,2023-01-01,2023-01-01,2023,2208,0.6625905797098448,2182.75,2274.4615384615386,-0.4072123176661264,-0.3608521937258521,4.0,-0.22177854521908047
2023-01-09,53,P001,MAK_SKU_01,Makeup,South,E-commerce,SummerSale,1699,1682,1406,31,21.22,10.04,638.82,17121.84,2614.42,1925.35,380.45,29835.32,7793.26,0.2612,3,5.57,68.88,0.0096,0.0222,3672,0,54,0.5879,5.3,6.71,False,0.0,2023-01-01,2023-01-01,2023,2208,0.6367753623185521,1963.25,2176.6153846153848,-0.038961038961038974,-0.09804304496918381,-0.4,-0.04479267785327978
2023-01-16,54,P001,MAK_SKU_01,Makeup,East,E-commerce,None,2505,2468,2255,19,20.43,10.8,866.73,27140.67,423.75,1240.06,568.37,46069.65,16696.8,0.3624,6,8.32,114.27,0.0144,0.0085,4195,0,188,0.666,16.7,7.15,False,0.0,2023-01-01,2023-01-01,2023,2208,1.0212862318835954,1898.0,2143.076923076923,0.6038406827880511,0.5441312511479683,1.0,0.6589721254355401
2023-01-23,55,P001,MAK_SKU_01,Makeup,South,Retail,None,2199,2199,1957,18,18.41,10.11,710.28,22302.92,2088.09,2754.37,926.65,36028.37,7956.34,0.2208,12,4.71,86.13,0.0,0.0092,4259,0,110,0.7799,11.9,8.11,True,0.15,2023-01-01,2023-01-01,2023,2208,0.8863224637677145,1770.25,2134.4615384615386,-0.13215077605321512,-0.2179586777846152,1.0,-0.24625886059333157
2023-01-30,56,P001,MAK_SKU_01,Makeup,North,Retail,NewLaunch,2368,2327,2822,1,15.21,9.9,883.26,23531.53,3662.91,1191.23,1066.95,42922.62,13470.0,0.3138,9,8.79,110.39,0.0171,0.0004,2678,228,176,0.7192,18.1,5.37,True,0.34,2023-01-01,2023-01-01,2023,2208,1.2780797101443486,2110.0,2221.230769230769,0.4420030659172203,0.19135614517115251,-0.25,0.28166724718448855
2023-02-06,57,P001,MAK_SKU_01,Makeup,West,E-commerce,None,2575,2493,2351,32,20.93,11.0,811.12,28406.11,2823.2,2447.88,379.66,49206.43,15149.58,0.3079,4,5.53,104.22,0.0316,0.0137,3420,0,175,0.6788,23.7,6.28,False,0.0,2023-02-01,2023-01-01,2023,2208,1.064764492753141,2346.25,2238.4615384615386,-0.1669029057406095,0.14639856560480236,-0.5555555555555556,-0.05589274390796273
2023-02-13,58,P001,MAK_SKU_01,Makeup,North,E-commerce,SummerSale,1992,1987,1788,25,20.75,10.87,774.89,21730.53,341.95,2533.73,1065.24,37101.0,11429.55,0.3081,1,9.26,94.94,0.0024,0.014,3396,0,62,0.6223,11.5,7.01,False,0.0,2023-02-01,2023-01-01,2023,2208,0.8097826086952854,2229.5,2193.846153846154,-0.23947256486601443,-0.2460131734815958,-0.75,-0.08904241028593363
2023-02-20,59,P001,MAK_SKU_01,Makeup,West,Retail,SummerSale,2580,2502,2130,42,21.1,10.58,781.74,27374.57,863.28,1471.99,433.71,44943.0,14799.45,0.3293,6,12.24,143.32,0.0301,0.0197,1823,0,132,0.7066,48.0,8.43,False,0.0,2023-02-01,2023-01-01,2023,2208,0.9646739130430414,2272.75,2151.923076923077,0.1912751677852349,0.21136896579607023,5.0,0.5095850010532967
2023-02-27,60,P001,MAK_SKU_01,Makeup,Central,Wholesale,None,2313,2283,2052,59,20.48,10.55,754.04,24477.55,3091.48,1179.59,566.16,42024.96,12710.18,0.3024,16,4.7,90.55,0.0129,0.0289,1916,0,93,0.7993,34.7,6.82,True,0.1,2023-02-01,2023-01-01,2023,2208,0.9293478260865357,2080.25,2129.769230769231,-0.036619718309859106,-0.06492757492824242,1.6666666666666665,-0.3681970415852638
