Month,Product_ID,Product_Name,Category,Produced_Units,Good_Units,Sales_Units,Revenue,COGS,Profit,Lead_Time_days,Efficiency_u_per_h,Inventory,MoM_Sales_pct,YoY_Sales_pct,MoM_LeadTime_pct,MoM_Eff_pct,Rolling_3m_Sales,MoM_Drop_Flag
2022-11-01,P001,MAK_SKU_01,Makeup,11026,10840,9510,205117.52000000002,118268.56,67627.82,5.0,111.7875,4149.0,-0.12519547419740595,,-0.13793103448275856,0.12000300571085054,9624.333333333334,True
2022-12-01,P001,MAK_SKU_01,Makeup,10636,10518,9463,198101.09,110349.81,68234.09,5.5,91.77499999999999,3881.0,-0.004942166140904258,,0.10000000000000009,-0.17902269931790227,9948.0,False
2023-01-01,P001,MAK_SKU_01,Makeup,10679,10541,9903,187934.39,110341.98,54666.479999999996,7.0,90.356,3791.6,0.04649688259537155,0.0027339003645201476,0.2727272727272727,-0.01546172704985016,9625.333333333334,False
2023-02-01,P001,MAK_SKU_01,Makeup,9460,9265,8321,173275.39,101988.76,54088.76,6.75,108.2575,2638.75,-0.15974957083712005,0.06027013251783897,-0.0357142857142857,0.19812187347824173,9229.0,True
2023-03-01,P001,MAK_SKU_01,Makeup,9370,9259,7956,176440.76,99525.84,55400.8,3.0,91.6175,3234.5,-0.04386492008172094,0.12883087400681048,-0.5555555555555556,-0.15370759531672162,8726.666666666666,False
2023-04-01,P001,MAK_SKU_01,Makeup,9241,9063,8737,177833.6,101479.73,53293.3,7.5,101.32,2585.75,0.0981649069884365,0.1358554342173688,1.5,0.10590225666493835,8338.0,False
2023-05-01,P001,MAK_SKU_01,Makeup,12550,12295,11356,225657.84,131777.33000000002,65128.979999999996,4.2,102.626,2780.8,0.2997596428980198,0.20004226989326845,-0.43999999999999995,0.012889853928148565,9349.666666666666,False
2023-06-01,P001,MAK_SKU_01,Makeup,9709,9398,8485,190622.14,105611.65,62738.56,7.0,104.82,3523.5,-0.2528178936245157,-0.06377579168045899,0.6666666666666665,0.021378598016097206,9526.0,True
2023-07-01,P001,MAK_SKU_01,Makeup,11981,11711,10049,215081.16999999998,124427.66,63390.18,6.2,98.346,3829.0,0.184325279905716,0.2781734927499364,-0.11428571428571421,-0.061763022323983896,9963.333333333334,False
2023-08-01,P001,MAK_SKU_01,Makeup,8520,8377,7336,154326.0,88307.42,47871.61,7.75,87.1725,3332.5,-0.2699771121504627,-0.2592143794809654,0.25,-0.11361417851259836,8623.333333333334,True
2023-09-01,P001,MAK_SKU_01,Makeup,9800,9656,8578,182218.28,103677.79000000001,53967.57,5.75,97.9825,2581.0,0.16930207197382763,0.0101271785209609,-0.25806451612903225,0.12400699761966227,8654.333333333334,False
2023-10-01,P001,MAK_SKU_01,Makeup,11158,10953,9848,216959.0,116634.6,79469.95999999999,5.8,95.646,3084.2,0.14805315924457907,-0.0941035783276607,0.008695652173912993,-0.023846094965937814,8587.333333333334,False
2023-11-01,P001,MAK_SKU_01,Makeup,11002,10711,9512,203538.99,120191.79999999999,66830.77,6.5,114.06,2512.75,-0.034118602761982086,0.00021030494216622841,0.12068965517241392,0.19252242644752515,9312.666666666666,False
2023-12-01,P001,MAK_SKU_01,Makeup,12542,12232,10698,232980.44999999998,134873.71000000002,74664.62,5.75,121.595,3544.75,0.12468460891505462,0.13050829546655396,-0.11538461538461542,0.06606172190075399,10019.333333333334,False
2024-01-01,P001,MAK_SKU_01,Makeup,12355,12154,10629,228599.65,131989.32,68141.1,7.8,103.61800000000001,3365.0,-0.006449803701626511,0.07331111784307787,0.3565217391304347,-0.1478432501336403,10279.666666666666,False
2024-02-01,P001,MAK_SKU_01,Makeup,9118,8879,8101,174935.69,100090.59,49867.23,4.0,103.3875,2981.5,-0.23783987204817014,-0.026439129912270154,-0.4871794871794871,-0.0022245169758150496,9809.333333333334,True
2024-03-01,P001,MAK_SKU_01,Makeup,9207,9168,8205,170493.49,97655.64,53078.899999999994,8.5,92.47,3425.0,0.01283792124429084,0.03129713423831082,1.125,-0.10559787208318228,8978.333333333334,False
2024-04-01,P001,MAK_SKU_01,Makeup,12180,11960,10477,221448.66,128923.53,71516.73999999999,4.8,108.46799999999999,3024.4,0.27690432663010367,0.19915302735492735,-0.43529411764705883,0.1730074618795283,8927.666666666666,False
2024-05-01,P001,MAK_SKU_01,Makeup,9501,9265,8381,169301.45,101803.95,46703.64,9.5,92.6175,3329.0,-0.20005726830199488,-0.2619760479041916,0.9791666666666667,-0.1461306560460226,9021.0,True
2024-06-01,P001,MAK_SKU_01,Makeup,8947,8708,7961,149530.40000000002,96333.47,30581.55,6.5,95.41499999999999,3120.75,-0.05011335162868391,-0.061756040070713,-0.3157894736842105,0.030204874888654754,8939.666666666666,False
2024-07-01,P001,MAK_SKU_01,Makeup,10859,10714,9634,206207.77,114472.08,68504.31,6.6,97.648,3427.4,0.21014947870870504,-0.04129764155637372,0.01538461538461533,0.023403028873866916,8658.666666666666,False
2024-08-01,P001,MAK_SKU_01,Makeup,9530,9278,8091,175321.21,98306.95,57428.61,5.5,98.6475,3761.0,-0.16016192651027605,0.10291712104689199,-0.16666666666666663,0.010235744715713535,8562.0,True
2024-09-01,P001,MAK_SKU_01,Makeup,11941,11720,11203,219669.72,124787.62,63514.090000000004,7.0,93.664,3085.6,0.3846248918551476,0.30601538820237817,0.2727272727272727,-0.05051825945918542,9642.666666666666,False
2024-10-01,P001,MAK_SKU_01,Makeup,9730,9570,8581,177260.05,102839.92,57599.06,5.0,99.775,3519.5,-0.2340444523788271,-0.12865556458164096,-0.2857142857142857,0.06524385035872915,9291.666666666666,True
2024-11-01,P001,MAK_SKU_01,Makeup,12416,12092,10635,233562.71999999997,131700.97,72154.36,5.25,135.14249999999998,3859.0,0.23936604125393313,0.1180613961312027,0.050000000000000044,0.3544725632673513,10139.666666666666,False
2024-12-01,P001,MAK_SKU_01,Makeup,12260,11995,10395,225116.54,128858.01,78290.94,5.2,109.38400000000001,3120.0,-0.02256699576868826,-0.02832305103757715,-0.00952380952380949,-0.19060251216308688,9870.333333333334,False
