Month,Product_ID,Product_Name,Category,Produced_Units,Good_Units,Sales_Units,Revenue,COGS,Profit,Lead_Time_days,Efficiency_u_per_h,Inventory,MoM_Sales_pct,YoY_Sales_pct,MoM_LeadTime_pct,MoM_Eff_pct,Rolling_3m_Sales,MoM_Drop_Flag
2023-01-01,P007,HAI_SKU_07,Haircare,10424,10213,10072,204666.95,165812.07,11729.880000000001,8.4,89.962,3269.8,-0.017653369745440406,0.16210914964809042,0.5272727272727273,-0.2205177082205133,10356.666666666666,False
2023-02-01,P007,HAI_SKU_07,Haircare,7659,7441,6907,147835.85,120323.41,10855.16,4.5,83.55,2916.5,-0.31423749007148527,-0.01930995314496664,-0.4642857142857143,-0.07127453813832518,9077.333333333334,True
2023-03-01,P007,HAI_SKU_07,Haircare,8736,8488,7189,167792.84,136290.09,9709.0,4.5,91.3825,3643.5,0.040828145359779855,-0.17727168688487072,0.0,0.09374625972471562,8056.0,False
2023-04-01,P007,HAI_SKU_07,Haircare,9788,9522,8499,196322.51,153046.66,19677.629999999997,6.0,102.85249999999999,3497.25,0.18222284045068848,0.0728351426407472,0.33333333333333326,0.12551637348507638,7531.666666666667,False
2023-05-01,P007,HAI_SKU_07,Haircare,11578,11228,9904,233349.80000000002,180023.35,29826.36,6.4,100.76199999999999,3504.6,0.16531356630191785,0.011231366142536281,0.06666666666666665,-0.020325223013538896,8530.666666666666,False
2023-06-01,P007,HAI_SKU_07,Haircare,7646,7530,6569,152896.96,118968.36,16785.33,6.25,84.065,3396.0,-0.336732633279483,-0.13326296345164268,-0.0234375,-0.16570731029554786,8324.0,True
2023-07-01,P007,HAI_SKU_07,Haircare,11114,10882,9714,222006.84,177157.61,18767.79,5.6,96.49600000000001,2951.2,0.47876389100319683,0.21989200050232327,-0.10400000000000009,0.1478736691845597,8729.0,False
2023-08-01,P007,HAI_SKU_07,Haircare,9000,8846,7666,181536.49,141072.16,17461.17,6.25,93.005,3290.5,-0.2108297302861849,-0.19593035452066287,0.1160714285714286,-0.03617766539545697,7983.0,True
2023-09-01,P007,HAI_SKU_07,Haircare,8934,8838,7682,173012.46,139191.92,13863.369999999999,4.5,93.35,2990.0,0.0020871380120011107,-0.005051159176272524,-0.28,0.00370947798505461,8354.0,False
2023-10-01,P007,HAI_SKU_07,Haircare,11480,11249,10138,224662.44,182155.0,19225.85,6.6,99.546,3675.2,0.3197084092684197,0.012686045350114972,0.46666666666666656,0.06637386181039107,8495.333333333334,False
2023-11-01,P007,HAI_SKU_07,Haircare,9952,9852,8878,186103.91,154936.74,5447.379999999999,6.5,105.9075,3463.25,-0.12428486881041623,-0.17375523499302004,-0.015151515151515138,0.06390512928696279,8899.333333333334,True
2023-12-01,P007,HAI_SKU_07,Haircare,9886,9699,8923,211328.78,150856.58000000002,33412.81,10.5,105.16,3696.0,0.005068709168731589,-0.12971813127865017,0.6153846153846154,-0.007058045936312318,9313.0,False
2024-01-01,P007,HAI_SKU_07,Haircare,10742,10467,9760,221436.84,162317.53999999998,31466.780000000002,5.8,90.89200000000001,3019.8,0.09380253278045503,-0.030976965845909477,-0.4476190476190476,-0.13567896538607827,9187.0,False
2024-02-01,P007,HAI_SKU_07,Haircare,8023,7862,7181,168295.21,122833.51,26478.69,4.75,81.5925,2806.5,-0.2642418032786885,0.03966990010134652,-0.18103448275862066,-0.10231373498217677,8621.333333333334,True
2024-03-01,P007,HAI_SKU_07,Haircare,9213,9040,8553,200334.61,138800.31,41504.58,7.5,83.74,2715.25,0.19105974098315004,0.18973431631659476,0.5789473684210527,0.026319821061984827,8498.0,False
2024-04-01,P007,HAI_SKU_07,Haircare,10134,9919,8783,211723.44,160322.47999999998,29705.31,8.0,78.31,2661.2,0.026891149304337558,0.03341569596423111,0.06666666666666665,-0.06484356341055642,8172.333333333333,False
2024-05-01,P007,HAI_SKU_07,Haircare,9656,9440,8732,211970.91,152031.24,30876.309999999998,8.75,104.3175,2731.5,-0.00580667197996132,-0.11833602584814218,0.09375,0.3321095645511427,8689.333333333334,False
2024-06-01,P007,HAI_SKU_07,Haircare,8715,8626,7954,178293.47999999998,137999.7,17225.69,6.0,92.435,3410.75,-0.08909757214841962,0.21083878824783064,-0.3142857142857143,-0.11390706257339367,8489.666666666666,False
2024-07-01,P007,HAI_SKU_07,Haircare,11138,10917,9995,230375.4,173422.44,31021.15,6.8,104.398,3256.6,0.2566004526024641,0.02892732139180554,0.1333333333333333,0.12942067398712598,8893.666666666666,False
2024-08-01,P007,HAI_SKU_07,Haircare,8757,8548,8468,179132.7,135659.98,23155.68,7.5,93.3775,2755.5,-0.152776388194097,0.10461779285155237,0.10294117647058831,-0.1055623670951551,8805.666666666666,True
2024-09-01,P007,HAI_SKU_07,Haircare,10825,10459,9401,219643.6,171016.35,23276.29,8.2,94.178,3138.4,0.11017949929145021,0.2237698516011455,0.09333333333333327,0.008572728976466548,9288.0,False
2024-10-01,P007,HAI_SKU_07,Haircare,8563,8370,7672,172456.91999999998,132076.95,17483.04,7.0,91.6125,2506.5,-0.18391660461653014,-0.2432432432432432,-0.14634146341463405,-0.027240969228482292,8513.666666666666,True
2024-11-01,P007,HAI_SKU_07,Haircare,11919,11784,11109,237841.66,182643.31,31463.95,5.75,138.18,3033.5,0.4479927007299269,0.25129533678756477,-0.1785714285714286,0.5083094555873926,9394.0,False
2024-12-01,P007,HAI_SKU_07,Haircare,13185,12877,12318,243475.8,201654.49000000002,18414.21,7.0,114.546,2869.0,0.10883067782878753,0.3804774179087751,0.21739130434782616,-0.17103777681285282,10366.333333333334,False
