Date,Week_Index,Product_ID,Product_Name,Category,Region,Channel,Production_Line,Campaign,Produced_Units,Good_Units,Sales_Units,Returned_Units,Price_per_Unit,Cost_per_Unit,Raw_Material_Cost,COGS,Marketing_Spend,Logistics_Cost,Other_Expenses,Revenue,Profit,Profit_Margin,Lead_Time_days,Downtime_hours,Efficiency_u_per_h,Defect_Rate,Returns_Rate,Inventory,Backorder,Acquisition,Retention_Rate,NPS,Employee_Satisfaction,On_Promo,Promo_Discount,Month,Year,Quarter,Weekly_Target,Target_Achieved,Rolling_4w_Sales,Rolling_13w_Sales,MoM_Sales_pct,YoY_Sales_pct,Rolling_4w_Eff,Weeks_of_Inventory,Fill_Rate_est,Acq_Month,anomaly_score,is_anomaly
2022-03-14,10,P001,SKI_SKU_01,Skincare,South,Retail,LineC,None,904,886,691,11,54.68,35.31,655.4,31985.78,3232.75,2722.94,1128.07,37783.88,-1285.66,-0.034,8,4.85,35.6,0.0188,0.0163,2078,0,52,0.673,16.6,7.36,False,0.0,2022-03-01,2022,2022-01-01,942,0.7335456475583864,812.0,833.8181818181819,-0.1521472392638037,,37.56,3.007235885662466,1.0,2022-03-01,0.20739880013455347,False
2022-03-21,11,P001,SKI_SKU_01,Skincare,South,E-commerce,LineB,None,1039,1036,1041,17,51.69,32.85,387.55,34169.9,3464.16,1690.24,870.92,53809.29,13614.07,0.253,4,2.86,37.95,0.0025,0.0169,3143,1,48,0.6388,17.6,7.05,False,0.0,2022-03-01,2022,2022-01-01,942,1.105095541401274,847.75,851.0833333333334,0.1592427616926504,,37.0075,3.019212292969056,0.9990393852074549,2022-03-01,0.19664743597687961,False
2022-03-28,12,P001,SKI_SKU_01,Skincare,South,Wholesale,LineB,None,1008,971,881,0,52.22,31.62,460.66,31919.03,3372.52,2921.52,501.1,46005.82,7291.65,0.1585,2,4.34,38.92,0.0362,0.0,2933,0,54,0.7061,20.6,7.6,False,0.0,2022-03-01,2022,2022-01-01,942,0.935244161358811,832.0,853.3846153846154,-0.06673728813559321,,35.3975,3.329171392361894,1.0,2022-03-01,0.2206578342417289,False
2022-04-04,13,P001,SKI_SKU_01,Skincare,Central,Retail,LineB,None,749,744,624,3,57.81,31.32,432.92,23501.97,747.9,1853.43,323.54,36073.44,9646.6,0.2674,1,4.98,29.65,0.0064,0.0061,3537,0,26,0.7409,18.8,5.49,False,0.0,2022-04-01,2022,2022-04-01,942,0.6624203821656051,809.25,830.2307692307693,-0.12727272727272732,,35.53,5.668269221685466,1.0,2022-04-01,0.2124518657891612,False
2022-04-11,14,P001,SKI_SKU_01,Skincare,East,E-commerce,LineA,HolidayPush,1090,1050,1018,0,56.42,35.36,510.12,38593.41,1968.87,2331.89,881.16,57435.56,13660.23,0.2378,5,5.78,44.56,0.0363,0.0,2891,0,37,0.7693,13.5,7.11,False,0.0,2022-04-01,2022,2022-04-01,942,1.0806794055201698,891.0,847.7692307692307,0.4732272069464545,,37.77,2.8398821190177976,1.0,2022-04-01,0.22275889845625557,False
2022-04-18,15,P001,SKI_SKU_01,Skincare,North,E-commerce,LineA,None,740,734,804,5,46.3,31.98,287.12,23693.91,1274.08,1153.94,341.15,37225.2,10762.12,0.2891,8,6.43,31.08,0.0071,0.0072,3172,34,35,0.677,57.6,6.88,True,0.15,2022-04-01,2022,2022-04-01,942,0.8535031847133758,831.75,855.1538461538462,-0.2276657060518732,,36.0525,3.9452736269337394,0.9577114428386674,2022-04-01,0.2201371360870003,False
2022-04-25,16,P001,SKI_SKU_01,Skincare,North,E-commerce,LineC,None,965,928,838,11,52.27,33.25,435.22,32129.77,931.25,3447.2,203.1,43802.26,7090.94,0.1619,6,3.93,36.68,0.0381,0.0138,4309,0,38,0.6875,-5.3,6.25,False,0.0,2022-04-01,2022,2022-04-01,942,0.8895966029723992,821.0,856.0769230769231,-0.0488081725312145,,35.4925,5.1420047671336455,1.0,2022-04-01,0.2068406095581921,False
2022-05-02,17,P001,SKI_SKU_01,Skincare,South,Retail,LineC,None,982,982,774,8,54.96,35.74,455.65,35142.24,3148.74,1782.17,311.64,42539.04,2154.25,0.0506,12,5.26,39.32,0.0,0.0111,3353,0,25,0.7784,52.1,7.42,False,0.0,2022-05-01,2022,2022-04-01,942,0.821656050955414,858.5,857.2307692307693,0.24038461538461542,,37.91,4.332041338072298,1.0,2022-05-01,0.199266283609635,False
2022-05-09,18,P001,SKI_SKU_01,Skincare,North,E-commerce,LineA,NewLaunch,1054,1020,1006,10,55.9,34.82,614.48,36761.73,3628.14,4121.35,1169.34,56235.4,10554.84,0.1877,6,4.48,40.92,0.0318,0.0104,3290,0,86,0.7266,34.7,8.27,False,0.0,2022-05-01,2022,2022-04-01,942,1.0679405520169851,855.5,849.9230769230769,-0.011787819253438081,,37.0,3.270377730347537,1.0,2022-05-01,0.2275850319233792,False
2022-05-16,19,P001,SKI_SKU_01,Skincare,South,Retail,LineB,None,858,825,728,3,54.28,33.11,644.36,28472.82,3889.96,2232.02,384.91,39515.84,4536.13,0.1148,7,8.7,39.84,0.0384,0.0047,4446,0,21,0.7776,42.7,6.08,False,0.0,2022-05-01,2022,2022-04-01,942,0.772823779193206,836.5,843.2307692307693,-0.09452736318407962,,39.190000000000005,6.1071428487539245,1.0,2022-05-01,0.2005782708617786,False
2022-05-23,20,P001,SKI_SKU_01,Skincare,North,Retail,LineC,None,730,707,619,4,57.49,35.7,327.77,26093.78,1345.99,2356.22,1146.12,35586.31,4644.2,0.1305,9,13.04,42.43,0.0307,0.008,4318,0,40,0.6902,34.0,7.3,False,0.0,2022-05-01,2022,2022-04-01,942,0.6571125265392781,781.75,821.7692307692307,-0.26133651551312653,,40.6275,6.975767355451103,1.0,2022-05-01,0.12047574179332543,False
2022-05-30,21,P001,SKI_SKU_01,Skincare,East,Retail,LineC,None,728,728,570,12,51.87,35.51,367.64,25888.04,1430.44,1416.22,463.08,29565.9,368.12,0.0125,10,3.66,27.39,0.0,0.0218,1874,0,19,0.6299,9.2,5.92,False,0.0,2022-05-01,2022,2022-04-01,942,0.6050955414012739,730.75,793.0,-0.26356589147286824,,37.645,3.2877192924776857,1.0,2022-05-01,0.15726056231897878,False
2022-06-06,22,P001,SKI_SKU_01,Skincare,South,E-commerce,LineA,None,876,862,753,21,56.01,34.52,423.98,30281.92,2798.15,1496.58,463.6,42175.53,7135.28,0.1692,3,4.99,34.69,0.0157,0.0292,3936,0,46,0.7217,25.1,7.53,False,0.0,2022-06-01,2022,2022-04-01,942,0.7993630573248408,667.5,795.9230769230769,-0.25149105367793245,,36.0875,5.227091626524447,1.0,2022-06-01,0.23401297136881383,False
2022-06-13,23,P001,SKI_SKU_01,Skincare,South,E-commerce,LineA,HolidayPush,1016,1016,1321,37,36.4,32.0,817.88,32593.79,2046.18,3424.3,1196.1,48084.4,8824.03,0.1835,7,4.89,40.07,0.0,0.0287,2796,141,57,0.6483,38.5,6.23,True,0.31,2022-06-01,2022,2022-04-01,942,1.4023354564755839,815.75,844.3846153846154,0.8145604395604396,,36.144999999999996,2.116578348132794,0.8932626798688398,2022-06-01,0.19876056393231628,False
2022-06-20,24,P001,SKI_SKU_01,Skincare,East,Wholesale,LineC,None,699,659,537,6,57.06,32.2,329.23,22540.72,3946.17,764.15,578.15,30641.22,2812.03,0.0918,8,5.07,27.77,0.0566,0.0116,3969,0,34,0.6411,30.7,6.98,False,0.0,2022-06-01,2022,2022-04-01,942,0.5700636942675159,795.25,805.6153846153846,-0.1324717285945073,,32.48,7.391061438750351,1.0,2022-06-01,0.14214561216547078,False
2022-06-27,25,P001,SKI_SKU_01,Skincare,North,Retail,LineA,None,583,566,523,12,54.03,32.67,226.2,19069.23,1967.72,932.81,284.86,28257.69,6003.07,0.2124,6,9.31,27.85,0.0288,0.023,4079,0,18,0.6941,24.5,6.43,False,0.0,2022-06-01,2022,2022-04-01,942,0.5552016985138004,783.5,778.0769230769231,-0.08245614035087723,,32.595,7.799235166731864,1.0,2022-06-01,0.196161868328332,False
2022-07-04,26,P001,SKI_SKU_01,Skincare,East,Retail,LineC,None,945,935,840,24,55.11,34.1,520.7,32276.57,1621.79,2590.51,225.5,46292.4,9578.03,0.2069,8,8.28,43.04,0.0098,0.0291,2264,0,40,0.74,41.1,6.33,False,0.0,2022-07-01,2022,2022-07-01,942,0.89171974522293,805.25,794.6923076923077,0.11553784860557759,,34.682500000000005,2.6952380920294785,1.0,2022-07-01,0.22781838337792248,False
2022-07-11,27,P001,SKI_SKU_01,Skincare,South,Retail,LineB,None,814,798,784,11,53.31,31.31,327.23,25519.06,2413.25,1358.48,781.39,41795.04,11722.86,0.2805,6,7.42,35.68,0.0187,0.0152,3442,0,67,0.7646,15.8,6.58,False,0.0,2022-07-01,2022,2022-07-01,942,0.832271762208068,671.0,776.6923076923077,-0.4065102195306586,,33.585,4.390306116849099,1.0,2022-07-01,0.23922660218269615,False
2022-07-18,28,P001,SKI_SKU_01,Skincare,West,Retail,LineB,None,927,901,787,12,57.47,31.44,447.74,29189.65,334.18,2723.23,792.31,45228.89,12189.52,0.2695,7,6.79,39.53,0.0271,0.0161,4132,0,67,0.5671,30.0,6.22,False,0.0,2022-07-01,2022,2022-07-01,942,0.8354564755838642,733.5,775.3846153846154,0.46554934823091254,,36.525,5.2503176553363184,1.0,2022-07-01,0.2402113203757476,False
2022-07-25,29,P001,SKI_SKU_01,Skincare,North,E-commerce,LineA,HolidayPush,1068,1038,991,24,52.91,33.62,674.98,35973.66,3491.82,3916.84,1069.19,52433.81,7982.3,0.1522,5,6.82,45.61,0.0277,0.0248,1786,0,36,0.652,33.1,8.26,False,0.0,2022-07-01,2022,2022-07-01,942,1.0520169851380043,850.5,787.1538461538462,0.8948374760994264,,40.965,1.802219977999778,1.0,2022-07-01,0.23650224553335109,False
2022-08-01,30,P001,SKI_SKU_01,Skincare,Central,E-commerce,LineA,None,1029,1006,909,9,51.89,33.23,373.53,34231.02,2855.49,1000.91,552.09,47168.01,8528.5,0.1808,12,6.68,43.67,0.022,0.01,2828,0,51,0.8138,36.4,6.2,False,0.0,2022-08-01,2022,2022-07-01,942,0.964968152866242,867.75,797.5384615384615,0.08214285714285707,,41.1225,3.1111111076885467,1.0,2022-08-01,0.24999249396827022,False
2022-08-08,31,P001,SKI_SKU_01,Skincare,South,E-commerce,LineB,None,782,755,826,1,41.73,32.07,424.63,25121.2,1155.41,2278.61,412.25,34468.98,5501.51,0.1596,10,9.61,37.91,0.0342,0.0024,3489,25,32,0.693,-3.7,6.51,True,0.22,2022-08-01,2022,2022-07-01,942,0.8768577494692145,878.25,783.6923076923077,0.0535714285714286,,41.68,4.223970939196161,0.9697336562109762,2022-08-01,0.20819231328341642,False
2022-08-15,32,P001,SKI_SKU_01,Skincare,Central,E-commerce,LineC,None,1094,1064,1164,25,51.43,34.71,562.32,38028.97,2058.56,3051.69,1158.25,59864.52,15567.05,0.26,9,4.77,42.96,0.0272,0.0223,4377,49,49,0.6383,34.0,7.05,False,0.0,2022-08-01,2022,2022-07-01,942,1.2356687898089171,972.5,817.2307692307693,0.4790343074968233,,42.537499999999994,3.760309275120009,0.9579037801048936,2022-08-01,0.227493026723961,False
2022-08-22,33,P001,SKI_SKU_01,Skincare,East,E-commerce,LineA,HolidayPush,730,692,728,0,55.02,34.04,346.02,24883.8,3801.62,2524.99,528.94,40054.56,8315.21,0.2076,3,3.07,26.86,0.0517,0.0,2456,9,31,0.6784,30.1,7.52,False,0.0,2022-08-01,2022,2022-07-01,942,0.772823779193206,906.75,825.6153846153846,-0.26538849646821394,,37.85,3.3736263689922716,0.9876373626543443,2022-08-01,0.14383214615846568,False
2022-08-29,34,P001,SKI_SKU_01,Skincare,East,Retail,LineA,None,769,742,721,19,56.68,35.81,442.17,27582.11,700.09,3006.78,633.38,40866.28,8943.92,0.2189,8,3.46,28.71,0.0341,0.027,1595,0,35,0.679,31.8,7.59,False,0.0,2022-08-01,2022,2022-07-01,942,0.7653927813163482,859.75,837.2307692307693,-0.2068206820682068,,34.11,2.212205267389452,1.0,2022-08-01,0.19927314414932307,False
2022-09-05,35,P001,SKI_SKU_01,Skincare,East,Retail,LineC,None,1041,1017,964,4,52.69,34.89,739.11,36394.4,3582.95,2988.5,521.1,50793.16,7306.21,0.1438,3,6.92,44.64,0.0228,0.0045,2978,0,41,0.6771,11.7,6.45,False,0.0,2022-09-01,2022,2022-07-01,942,1.0233545647558386,894.25,853.4615384615385,0.1670702179176755,,35.7925,3.089211615052685,1.0,2022-09-01,0.2392760953180701,False
2022-09-12,36,P001,SKI_SKU_01,Skincare,West,E-commerce,LineB,None,1067,1046,1048,15,51.82,32.38,643.4,34613.8,1847.23,1923.43,1031.54,54307.36,14891.36,0.2742,8,9.34,51.05,0.0193,0.0152,3233,0,63,0.7664,28.7,5.82,False,0.0,2022-09-01,2022,2022-07-01,942,1.1125265392781316,865.25,832.4615384615385,-0.09965635738831613,,37.815,3.084923661178508,1.0,2022-09-01,0.21222131316296983,False
2022-09-19,37,P001,SKI_SKU_01,Skincare,West,Retail,LineC,None,1148,1096,1060,6,54.96,31.19,675.02,35873.62,3489.21,3187.49,422.39,58257.6,15284.89,0.2624,4,3.94,43.66,0.0445,0.0066,2814,0,39,0.643,35.0,6.66,False,0.0,2022-09-01,2022,2022-07-01,942,1.1252653927813163,948.25,872.6923076923077,0.456043956043956,,42.015,2.6547169786276252,1.0,2022-09-01,0.18649203820463978,False
2022-09-26,38,P001,SKI_SKU_01,Skincare,North,Retail,LineB,None,1065,1046,968,17,54.22,32.94,581.49,35139.25,1257.27,2268.02,304.24,52484.96,13516.18,0.2575,5,1.16,36.62,0.0173,0.0181,1260,0,64,0.6451,33.4,7.98,False,0.0,2022-09-01,2022,2022-07-01,942,1.0276008492569002,1010.0,906.9230769230769,0.3425797503467407,,43.99249999999999,1.3016528912173007,1.0,2022-09-01,0.1858987370581497,False
2022-10-03,39,P001,SKI_SKU_01,Skincare,West,Retail,LineB,None,980,961,1139,26,35.95,34.47,453.74,33825.97,2826.11,3222.12,235.88,40947.05,836.97,0.0204,9,2.72,35.61,0.019,0.0229,2756,102,82,0.5683,32.9,5.95,True,0.34,2022-10-01,2022,2022-10-01,942,1.2091295116772824,1053.75,929.9230769230769,0.1815352697095436,,41.735,2.4196663718879132,0.9104477612726534,2022-10-01,0.1968660448273451,False
2022-10-10,40,P001,SKI_SKU_01,Skincare,South,E-commerce,LineA,SummerSale,807,771,1027,26,40.62,33.04,447.89,26708.07,4730.09,1678.96,284.31,41716.74,8315.31,0.1993,5,0.44,27.08,0.0438,0.0259,3254,123,38,0.7181,42.9,5.64,True,0.26,2022-10-01,2022,2022-10-01,942,1.0902335456475585,1048.5,948.6153846153846,-0.020038167938931317,,35.74249999999999,3.1684517982780407,0.8802336904768903,2022-10-01,0.11506007149210518,False
2022-10-17,41,P001,SKI_SKU_01,Skincare,Central,Retail,LineB,None,1041,1041,1126,20,47.18,31.74,416.4,33082.98,5295.34,2244.13,1175.54,53124.68,11326.69,0.2132,6,6.4,43.67,0.0,0.0182,2467,35,85,0.6388,36.5,7.54,True,0.15,2022-10-01,2022,2022-10-01,942,1.1953290870488322,1065.0,974.6923076923077,0.062264150943396324,,35.745,2.1909413834893945,0.968916518677694,2022-10-01,0.21491265102299217,False
2022-10-24,42,P001,SKI_SKU_01,Skincare,West,E-commerce,LineA,SummerSale,1025,1006,1118,4,55.21,33.97,577.07,34876.96,2711.65,4548.8,1027.39,61724.78,18559.98,0.3007,3,6.82,43.76,0.0184,0.0036,3673,46,89,0.6444,26.9,7.69,False,0.0,2022-10-01,2022,2022-10-01,942,1.186836518046709,1102.5,984.4615384615385,0.1549586776859504,,37.53,3.285330945183067,0.9588550984267844,2022-10-01,0.23439772220586091,False
2022-10-31,43,P001,SKI_SKU_01,Skincare,East,E-commerce,LineC,None,1106,1076,1075,21,56.86,33.72,601.66,37354.49,1408.11,3759.32,742.25,61124.5,17860.33,0.2922,6,6.11,45.84,0.0271,0.0198,3353,0,65,0.7443,37.2,7.09,False,0.0,2022-10-01,2022,2022-10-01,942,1.1411889596602973,1086.5,997.2307692307693,-0.056189640035118504,,40.0875,3.1190697645404,1.0,2022-10-01,0.23166803051768992,False
2022-11-07,44,P001,SKI_SKU_01,Skincare,North,Wholesale,LineC,None,1082,1075,1170,0,43.87,31.43,342.99,34041.56,3148.75,1633.77,955.12,51327.9,11548.7,0.225,12,0.8,36.75,0.0063,0.0,3814,48,38,0.6277,21.0,5.17,True,0.18,2022-11-01,2022,2022-10-01,942,1.2420382165605095,1122.25,1023.6923076923077,0.139240506329114,,42.504999999999995,3.259829057042881,0.9589743590094236,2022-11-01,0.16325355527101781,False
2022-11-14,45,P001,SKI_SKU_01,Skincare,North,Retail,LineB,None,1147,1130,1047,10,55.25,34.23,838.46,39345.66,2683.2,4024.61,816.88,57846.75,10976.4,0.1897,4,2.4,41.21,0.0146,0.0104,3147,0,77,0.7168,15.1,8.38,False,0.0,2022-11-01,2022,2022-10-01,942,1.1114649681528663,1102.5,1014.6923076923077,-0.0701598579040853,,41.89,3.005730656154985,1.0,2022-11-01,0.21243158528480827,False
2022-11-21,46,P001,SKI_SKU_01,Skincare,Central,Wholesale,LineB,None,823,793,633,6,51.9,32.62,563.75,26902.64,1164.34,1161.03,830.77,32852.7,2793.92,0.085,8,5.95,33.88,0.036,0.0102,2715,0,26,0.7697,17.8,5.94,False,0.0,2022-11-01,2022,2022-10-01,942,0.6719745222929936,981.25,1007.3846153846154,-0.4338103756708408,,39.42,4.289099519290522,1.0,2022-11-01,0.21462676520571372,False
2022-11-28,47,P001,SKI_SKU_01,Skincare,West,Wholesale,LineC,None,989,974,1095,17,41.48,32.51,378.79,32190.27,1525.58,2195.57,1132.62,45420.6,8376.56,0.1844,13,6.69,42.0,0.0151,0.0159,3064,61,35,0.6305,32.9,8.0,True,0.28,2022-11-01,2022,2022-10-01,942,1.1624203821656052,986.25,1036.1538461538462,0.018604651162790642,,38.46,2.7981735134263253,0.9442922374937971,2022-11-01,0.24059427301104253,False
2022-12-05,48,P001,SKI_SKU_01,Skincare,North,Retail,LineB,SummerSale,902,882,814,20,57.95,34.42,350.88,31081.93,3251.97,1865.29,781.65,47171.3,10190.46,0.216,14,9.37,43.22,0.0212,0.0247,4632,0,43,0.8133,15.1,7.64,False,0.0,2022-12-01,2022,2022-10-01,942,0.8641188959660298,897.25,1024.6153846153845,-0.3042735042735043,,40.0775,5.690417683427006,1.0,2022-12-01,0.22505961065083352,False
2022-12-12,49,P001,SKI_SKU_01,Skincare,South,Wholesale,LineC,None,982,955,926,5,53.35,33.55,396.73,32985.77,3522.43,997.15,459.77,49402.1,11436.98,0.2315,9,6.64,41.61,0.0268,0.0062,2585,0,64,0.7133,35.2,7.76,False,0.0,2022-12-01,2022,2022-10-01,942,0.9830148619957537,867.0,1015.2307692307693,-0.11556829035339067,,40.1775,2.791576670851429,1.0,2022-12-01,0.24571989904101305,False
2022-12-19,50,P001,SKI_SKU_01,Skincare,South,Retail,LineC,None,1107,1073,1163,27,38.28,35.31,598.89,39148.06,5492.51,2068.99,1128.11,44519.64,-3318.03,-0.0745,6,6.46,46.56,0.0305,0.0234,3327,51,40,0.7866,45.6,8.11,True,0.27,2022-12-01,2022,2022-10-01,942,1.2346072186836519,999.5,1023.1538461538462,0.8372827804107426,,43.347500000000004,2.8607050706270805,0.9561478934168978,2022-12-01,0.19791710941404023,False
2022-12-26,51,P001,SKI_SKU_01,Skincare,South,Retail,LineB,None,934,918,791,15,57.82,32.41,625.78,30333.52,2104.08,3190.19,916.54,45735.62,9191.29,0.201,6,5.2,37.3,0.0164,0.0197,1702,0,40,0.8452,33.9,6.7,False,0.0,2022-12-01,2022,2022-10-01,942,0.8397027600849257,923.5,1009.5384615384615,-0.2776255707762557,,42.1725,2.151706697659031,1.0,2022-12-01,0.23912989015053598,False
2023-01-02,52,P001,SKI_SKU_01,Skincare,West,E-commerce,LineB,None,876,858,830,15,51.28,34.12,501.95,29939.31,2705.71,1730.38,364.78,42562.4,7822.22,0.1838,6,6.9,37.53,0.0204,0.0191,3180,0,28,0.7575,27.7,6.93,False,0.0,2023-01-01,2023,2023-01-01,942,0.881104033970276,927.5,985.7692307692307,0.019656019656019597,-0.10270270270270265,40.75,3.8313252965887648,1.0,2023-01-01,0.24566769220075135,False
2023-01-09,53,P001,SKI_SKU_01,Skincare,North,Wholesale,LineA,None,1050,1026,1016,15,56.38,35.23,596.4,37051.14,1971.52,2692.83,1073.4,57282.08,14493.19,0.253,10,5.97,43.26,0.0221,0.0153,2979,0,32,0.6362,37.9,7.07,False,0.0,2023-01-01,2023,2023-01-01,942,1.078556263269639,950.0,984.9230769230769,0.09719222462203025,0.2860759493670886,41.162499999999994,2.9320866112873163,1.0,2023-01-01,0.23938806823640235,False
2023-01-16,54,P001,SKI_SKU_01,Skincare,North,Wholesale,LineC,None,881,864,812,3,56.7,35.01,533.0,30897.11,2745.16,3418.3,1045.68,46040.4,7934.15,0.1723,10,5.12,35.08,0.0191,0.0037,3082,0,71,0.7012,19.0,8.17,False,0.0,2023-01-01,2023,2023-01-01,942,0.861995753715499,862.25,960.7692307692307,-0.30180567497850386,0.14689265536723162,38.2925,3.795566497788711,1.0,2023-01-01,0.24008741023188618,False
2023-01-23,55,P001,SKI_SKU_01,Skincare,North,E-commerce,LineA,HolidayPush,867,832,850,14,53.13,33.48,406.62,29067.82,1024.18,1746.85,816.47,45160.5,12505.18,0.2769,14,3.77,32.75,0.0397,0.0166,1444,5,36,0.6235,27.5,7.65,False,0.0,2023-01-01,2023,2023-01-01,942,0.9023354564755839,877.0,940.1538461538462,0.07458912768647274,0.029055690072639306,37.155,1.698823527413149,0.9941176470657439,2023-01-01,0.19460082832298425,False
2023-01-30,56,P001,SKI_SKU_01,Skincare,Central,Retail,LineA,SummerSale,763,754,650,8,52.11,32.63,402.1,24936.9,3534.38,1847.72,673.32,33871.5,2879.18,0.085,9,11.76,41.28,0.0105,0.0125,2432,0,55,0.7311,5.9,8.18,False,0.0,2023-01-01,2023,2023-01-01,942,0.6900212314225053,832.0,907.4615384615385,-0.2168674698795181,-0.1436100131752306,38.0925,3.7415384557822486,1.0,2023-01-01,0.13411868398845672,False
